# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"5","A5","33","cel-miR-39-3p","0.9432077407836914","0.12453623765554184","1/100000000","false"
"5","A5","34","cel-miR-39-3p","1.0132708549499512","0.193247439005436","1/100000000","false"
"5","A5","35","cel-miR-39-3p","1.0829781293869019","0.2616028006260212","1/100000000","false"
"5","A5","36","cel-miR-39-3p","1.152254343032837","0.32952710145559067","1/100000000","false"
"5","A5","37","cel-miR-39-3p","1.223600149154663","0.39952099476105124","1/100000000","false"
"5","A5","38","cel-miR-39-3p","1.2974131107330322","0.4719820435230549","1/100000000","false"
"5","A5","39","cel-miR-39-3p","1.362958312034607","0.5361753320082641","1/100000000","false"
"5","A5","40","cel-miR-39-3p","1.4133888483047485","0.58525395546204","1/100000000","false"
"6","A6","1","cel-miR-39-3p","0.7562608122825623","-0.00613337604408593","1/100000000","false"
"6","A6","2","cel-miR-39-3p","0.7567352652549744","-0.007264188986558233","1/100000000","false"
"6","A6","3","cel-miR-39-3p","0.7623264193534851","-0.0032783008029317927","1/100000000","false"
"6","A6","4","cel-miR-39-3p","0.766265869140625","-9.44116930676313E-4","1/100000000","false"
"6","A6","5","cel-miR-39-3p","0.7684963345527649","-3.1891743342083324E-4","1/100000000","false"
"6","A6","6","cel-miR-39-3p","0.7701874375343323","-2.3308036673786326E-4","1/100000000","false"
"6","A6","7","cel-miR-39-3p","0.7711445093154907","-8.812745004637178E-4","1/100000000","false"
"6","A6","8","cel-miR-39-3p","0.7742958068847656","6.647571539267717E-4","1/100000000","false"
"6","A6","9","cel-miR-39-3p","0.7753087878227234","7.247217700012253E-5","1/100000000","false"
"6","A6","10","cel-miR-39-3p","0.7799085378646851","0.0030669563040773796","1/100000000","false"
"6","A6","11","cel-miR-39-3p","0.7814220786094666","0.002975231133974461","1/100000000","false"
"6","A6","12","cel-miR-39-3p","0.7826971411705017","0.0026450277801253154","1/100000000","false"
"6","A6","13","cel-miR-39-3p","0.7822272181510925","5.698388458317228E-4","1/100000000","false"
"6","A6","14","cel-miR-39-3p","0.7819372415542603","-0.0013254036658849654","1/100000000","false"
"6","A6","15","cel-miR-39-3p","0.7834952473640442","-0.0013726637709854427","1/100000000","false"
"6","A6","16","cel-miR-39-3p","0.784939706325531","-0.001533470724382928","1/100000000","false"
"6","A6","17","cel-miR-39-3p","0.7889592051506042","8.807621858059013E-4","1/100000000","false"
"6","A6","18","cel-miR-39-3p","0.7918593287467957","0.0021756198671128947","1/100000000","false"
"6","A6","19","cel-miR-39-3p","0.7921134233474731","8.244485529059721E-4","1/100000000","false"
"6","A6","20","cel-miR-39-3p","0.7938632965087891","9.690557993375882E-4","1/100000000","false"
"6","A6","21","cel-miR-39-3p","0.7934682965278625","-0.0010312100964733383","1/100000000","false"
"6","A6","22","cel-miR-39-3p","0.793692946434021","-0.002411826105199304","1/100000000","false"
"6","A6","23","cel-miR-39-3p","0.7965373992919922","-0.0011726391621125253","1/100000000","false"
"6","A6","24","cel-miR-39-3p","0.800399899482727","0.0010845951137379252","1/100000000","false"
"6","A6","25","cel-miR-39-3p","0.7994552850723267","-0.0014652852115467673","1/100000000","false"
"6","A6","26","cel-miR-39-3p","0.8022512793540955","-2.745568446623813E-4","1/100000000","false"
"6","A6","27","cel-miR-39-3p","0.804736852645874","6.057505322317703E-4","1/100000000","false"
"6","A6","28","cel-miR-39-3p","0.805444598197937","-2.9176983058965423E-4","1/100000000","false"
"6","A6","29","cel-miR-39-3p","0.8102124333381653","0.0028707993947543154","1/100000000","false"
"6","A6","30","cel-miR-39-3p","0.8223715424537659","0.01342464259547049","1/100000000","false"
"6","A6","31","cel-miR-39-3p","0.8400744795799255","0.029522313806745745","1/100000000","false"
"6","A6","32","cel-miR-39-3p","0.8704994320869446","0.05834200039888037","1/100000000","false"
"6","A6","33","cel-miR-39-3p","0.9212434887886047","0.10748079118565612","1/100000000","false"
"6","A6","34","cel-miR-39-3p","0.9807511568069458","0.16538319328911288","1/100000000","false"
"6","A6","35","cel-miR-39-3p","1.0405426025390625","0.22356937310634517","1/100000000","false"
"6","A6","36","cel-miR-39-3p","1.1102077960968018","0.2916293007492","1/100000000","false"
"6","A6","37","cel-miR-39-3p","1.176016092300415","0.3558323310379289","1/100000000","false"
"6","A6","38","cel-miR-39-3p","1.245579481124878","0.4237904539475075","1/100000000","false"
"6","A6","39","cel-miR-39-3p","1.3060897588729858","0.48269546578073097","1/100000000","false"
"6","A6","40","cel-miR-39-3p","1.3545469045639038","0.5295473455567645","1/100000000","false"
"13","B1","1","cel-miR-39-3p","0.7693934440612793","0.014578056335449263","1/10","false"
"13","B1","2","cel-miR-39-3p","0.7695756554603577","0.006603062152862526","1/10","false"
"13","B1","3","cel-miR-39-3p","0.7717795968055725","6.497979164123754E-4","1/10","false"
"13","B1","4","cel-miR-39-3p","0.7767075896263123","-0.002579414844512984","1/10","false"
"13","B1","5","cel-miR-39-3p","0.7903574109077454","0.0029132008552551266","1/10","false"
"13","B1","6","cel-miR-39-3p","0.7949140667915344","-6.873488426208055E-4","1/10","false"
"13","B1","7","cel-miR-39-3p","0.8034623861312866","-2.9623508453371396E-4","1/10","false"
"13","B1","8","cel-miR-39-3p","0.812776505947113","8.606791496277074E-4","1/10","false"
"13","B1","9","cel-miR-39-3p","0.8327109813690186","0.01263794898986812","1/10","false"
"13","B1","10","cel-miR-39-3p","0.8569130897521973","0.028682851791381837","1/10","false"
"13","B1","11","cel-miR-39-3p","0.9006863236427307","0.06429888010025028","1/10","false"
"13","B1","12","cel-miR-39-3p","0.959790825843811","0.1152461767196655","1/10","false"
"13","B1","13","cel-miR-39-3p","1.0288312435150146","0.17612938880920412","1/10","false"
"13","B1","14","cel-miR-39-3p","1.1084033250808716","0.24754426479339595","1/10","false"
"13","B1","15","cel-miR-39-3p","1.1889201402664185","0.31990387439727785","1/10","false"
"13","B1","16","cel-miR-39-3p","1.2697105407714844","0.3925370693206788","1/10","false"
"13","B1","17","cel-miR-39-3p","1.3458518981933594","0.46052122116088867","1/10","false"
"13","B1","18","cel-miR-39-3p","1.4184848070144653","0.5249969244003296","1/10","false"
"13","B1","19","cel-miR-39-3p","1.489376425743103","0.5877313375473022","1/10","false"
"13","B1","20","cel-miR-39-3p","1.5490533113479614","0.6392510175704956","1/10","false"
"13","B1","21","cel-miR-39-3p","1.606987476348877","0.6890279769897462","1/10","false"
