# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","X1_M1","X3_M3","X2_M2","X4_M4"
"77","G5","8","-11756.767","-337.0982","-647.3544","-216.93219"
"78","G6","8","-7834.2993","-63.075924","-894.0692","711.47656"
"79","G7","8","-5386.853","-228.11635","-50.59562","560.46954"
"80","G8","8","-8874.838","397.5024","-442.088","-798.3683"
"81","G9","8","-8394.853","-17.426275","205.9344","1687.4264"
"82","G10","8","-12028.363","-52.20154","-1336.9918","-516.2809"
"83","G11","8","-10994.09","-867.9869","523.855","-104.68956"
"84","G12","8","-13331.078","-1568.1019","-304.80936","-720.69714"
"85","H1","8","173090.1","16576.232","27122.025","203198.55"
"86","H2","8","163105.86","16785.094","22119.621","194123.36"
"87","H3","8","158310.42","17906.215","19792.574","191107.48"
"88","H4","8","-7707.6133","266.90997","871.51715","580.97516"
"89","H5","8","-2359.658","585.5266","1628.6893","492.09415"
"90","H6","8","-9116.7","1408.7245","706.1134","534.16986"
"91","H7","8","-12324.472","235.35551","-688.47455","-1603.7866"
"92","H8","8","-10487.247","192.28836","485.84494","-1320.7316"
"93","H9","8","-16932.512","-439.47794","682.61884","-207.18484"
"94","H10","8","-10075.838","9.310811","416.33246","483.1027"
"95","H11","8","-11824.411","-529.7202","207.45909","-1108.0366"
"96","H12","8","-5610.709","842.1959","1347.8727","-460.27185"
"1","A1","9","158335.5","13924.257","21674.145","182811.56"
"2","A2","9","167988.77","17721.15","21141.105","197656.12"
"3","A3","9","168076.84","18619.986","19762.72","196051.95"
"4","A4","9","156618.17","19315.191","17365.92","181465.66"
"5","A5","9","152461.05","19420.51","15437.967","177608.38"
"6","A6","9","146380.98","19919.145","14819.245","174102.98"
"7","A7","9","-5297.3364","92.66271","-1108.9088","62.267662"
"8","A8","9","-532.2193","390.9653","48.38639","1172.8335"
"9","A9","9","-7041.009","-35.840206","-410.88342","396.19708"
"10","A10","9","-4699.5645","462.62094","196.04028","1436.0109"
"11","A11","9","-3515.7463","583.53613","946.3126","-189.95483"
"12","A12","9","-3619.7559","1149.4402","384.4145","1297.5149"
"13","B1","9","177929.02","16349.452","23838.56","199274.86"
"14","B2","9","176710.12","18481.197","21180.02","198816.33"
"15","B3","9","176262.7","21143.12","18572.543","196088.47"
"16","B4","9","151864.52","20770.188","15524.291","187043.69"
"17","B5","9","150340.52","20609.268","13902.501","174869.86"
"18","B6","9","166091.9","22709.602","15922.201","190789.62"
"19","B7","9","-4326.52","337.12137","27.707422","-310.958"
"20","B8","9","-6413.175","-21.332588","-535.02216","-434.17752"
"21","B9","9","2653.107","-501.59665","3.776484","-123.979225"
"22","B10","9","-8241.36","161.72566","-446.19577","-193.84874"
"23","B11","9","-4737.986","-310.75598","-584.73254","-27.528728"
"24","B12","9","-11912.771","-184.6116","56.23733","-562.3097"
"25","C1","9","169615.23","17580.264","22797.502","202593.84"
"26","C2","9","168057.81","19367.656","19461.623","197062.8"
"27","C3","9","166710.75","20615.16","17699.43","196125.92"
"28","C4","9","158613.86","21244.727","16379.857","187199.06"
"29","C5","9","163029.08","22453.178","15230.951","184081.06"
"30","C6","9","134487.9","18841.62","13093.309","148463.66"
"31","C7","9","-8964.166","-523.4148","10.666007","-8.333412"
"32","C8","9","-8612.898","-342.2356","-413.83975","171.02408"
"33","C9","9","-7023.2207","-62.772144","36.663326","-66.290405"
"34","C10","9","-9135.379","-805.28864","-309.31473","-332.21942"
"35","C11","9","-10100.472","-801.4158","-717.31024","-608.5487"
"36","C12","9","-9652.86","-726.6633","-229.4641","-189.39798"
"37","D1","9","170414.5","18457.092","21534.436","200367.9"
"38","D2","9","162681.14","18738.11","18125.436","189931.44"
"39","D3","9","166341.1","21142.469","17220.752","192559.75"
"40","D4","9","-7098.0166","-439.12112","238.22517","606.0002"
"41","D5","9","-13068.578","-955.3514","-1004.96625","-994.34686"
"42","D6","9","-7248.1157","-552.6049","-367.52988","-157.32562"
"43","D7","9","-4370.67","-767.7408","37.44888","-57.503902"
"44","D8","9","-6897.1626","-562.40985","-537.1542","-505.81494"
"45","D9","9","-7625.8364","21.208845","-154.78316","-584.96356"
"46","D10","9","-7591.2725","-105.37083","-160.63576","335.37552"
"47","D11","9","-12623.85","-822.064","210.41008","-405.31027"
"48","D12","9","-9673.608","97.33219","107.86284","-32.115005"
"49","E1","9","167316.44","17061.02","21189.465","200533.98"
"50","E2","9","168785.27","19332.03","19580.463","200114.08"
"51","E3","9","164469.94","20956.178","16613.645","190494.92"
"52","E4","9","-7007.677","-433.86224","-19.865377","366.18243"
"53","E5","9","-4507.8853","-361.0136","68.29445","-260.79398"
"54","E6","9","-4303.851","-266.75778","-174.00594","-813.5126"
"55","E7","9","-5191.683","-34.45476","-533.22455","81.3519"
"56","E8","9","-8696.106","-0.7655132","-790.16547","140.25926"
"57","E9","9","-4093.398","166.2528","1091.8843","234.42036"
"58","E10","9","-5391.777","-190.14761","-97.77855","-349.79868"
"59","E11","9","-9229.858","-389.18808","-591.42114","-206.49503"
"60","E12","9","-13061.332","-586.50104","-644.04126","-729.11676"
"61","F1","9","166446.9","16684.174","22077.947","196207.95"
"62","F2","9","158145.31","18258.152","18845.447","189411.4"
"63","F3","9","164910.8","19934.941","17511.041","192894.77"
"64","F4","9","-10773.478","-80.868065","-180.9035","-232.69676"
"65","F5","9","-4751.084","-35.769726","975.46155","391.27188"
"66","F6","9","-12968.629","-1776.1324","-670.91815","-797.9248"
"67","F7","9","-9848.115","9.906146","-190.57361","-515.13403"
"68","F8","9","-5517.6685","-349.81366","777.49255","125.39611"
"69","F9","9","-5290.539","-43.822445","475.76712","91.95401"
"70","F10","9","-8631.154","83.497604","349.1052","251.6292"
"71","F11","9","-10704.705","-385.96503","-215.59329","-406.40994"
"72","F12","9","-12910.584","-603.9836","483.19202","-577.29034"
"73","G1","9","165618.75","16535.793","23344.854","201302.86"
"74","G2","9","174101.52","17669.19","20614.312","199650.55"
"75","G3","9","164955.48","18983.656","17895.715","195702.48"
"76","G4","9","-8882.197","-981.9764","-808.03973","623.1004"
"77","G5","9","-11293.357","-548.61176","-301.67682","-295.8781"
"78","G6","9","-7583.854","-282.97632","-860.46185","414.19455"
"79","G7","9","-5241.333","-459.5784","367.48578","228.7514"
"80","G8","9","-8723.341","-112.654396","-193.49287","-811.00836"
"81","G9","9","-7126.761","76.255356","187.51666","1767.2362"
"82","G10","9","-11380.029","-617.3166","-369.26154","-536.88385"
"83","G11","9","-10154.65","-604.92694","357.7053","-408.90363"
"84","G12","9","-13667.828","-1105.6528","80.0054","-52.839813"
"85","H1","9","174127.22","16405.059","26553.395","204317.48"
"86","H2","9","161551.44","16563.291","21301.348","194472.39"
"87","H3","9","158342.89","18353.861","19848.086","191706.44"
"88","H4","9","-8077.877","-116.535126","831.8794","1026.7628"
"89","H5","9","-2054.4697","264.2024","1596.9595","276.30545"
"90","H6","9","-8719.771","1232.2096","607.846","346.18274"
"91","H7","9","-12629.859","239.05428","-861.912","-1485.8652"
"92","H8","9","-9250.576","211.73128","-61.458187","-978.9842"
"93","H9","9","-16555.166","-761.25867","299.9818","-159.51297"
"94","H10","9","-10416.031","-300.5404","358.71094","686.2265"
"95","H11","9","-10475.117","-417.96942","-536.1403","-1346.3678"
"96","H12","9","-5901.556","196.3328","1444.5902","-100.544586"
"1","A1","10","158660.69","13375.05","22679.941","182491.36"
"2","A2","10","168342.64","17712.867","20916.4","198377.77"
"3","A3","10","169976.58","18162.193","19635.79","196633.83"
"4","A4","10","156970.77","19215.672","17997.297","181326.56"
"5","A5","10","153116.44","19300.045","15469.89","178441.75"
"6","A6","10","148007.64","20326.297","14825.073","174474.81"
"7","A7","10","-5353.7427","411.3525","-805.93134","185.96753"
"8","A8","10","-833.2102","369.7076","685.2906","1002.3064"
"9","A9","10","-6424.141","-97.945625","-797.1514","492.17935"
"10","A10","10","-5340.1655","593.6081","-51.21762","1230.2068"
"11","A11","10","-3914.3545","992.3108","1142.9207","-293.263"
"12","A12","10","-4025.6177","1405.6525","303.81708","1703.021"
"13","B1","10","182558.8","16690.828","24130.836","200179.72"
"14","B2","10","182449.3","18656.16","21503.008","198883.3"
"15","B3","10","180791.58","21292.113","19411.027","196416.56"
"16","B4","10","152304.67","21179.287","15641.02","187263.58"
"17","B5","10","150778.83","21042.709","13999.251","175084.17"
"18","B6","10","167137.0","22945.28","15599.244","190730.83"
"19","B7","10","-4536.929","516.092","-85.39865","-234.66223"
"20","B8","10","-5259.4297","-132.2147","-656.08563","-369.33182"
"21","B9","10","2354.0486","-323.80017","-208.55249","122.92633"
"22","B10","10","-7959.3384","-55.44971","-177.23865","-214.50237"
"23","B11","10","-3989.0674","-239.10535","-84.71306","317.08932"
"24","B12","10","-11375.23","111.79069","-367.26562","-471.479"
"25","C1","10","171112.1","17214.797","22409.389","202538.6"
"26","C2","10","169327.6","18919.016","18706.473","196759.11"
"27","C3","10","168351.58","20566.707","17931.709","196018.19"
"28","C4","10","159248.16","21709.719","15692.79","187148.7"
"29","C5","10","163882.34","22314.277","15218.474","184165.94"
"30","C6","10","135881.69","18459.281","13102.835","148309.03"
"31","C7","10","-9024.616","-1260.7067","174.06042","302.05402"
"32","C8","10","-8461.144","-380.55908","-783.077","-36.57367"
"33","C9","10","-7067.5645","-23.965605","-250.02971","-302.13516"
"34","C10","10","-8994.631","-348.50757","-260.93826","-233.64784"
"35","C11","10","-10160.5","-572.21497","-596.79364","-1215.5472"
"36","C12","10","-9790.068","-322.9451","-455.77264","-537.8268"
"37","D1","10","169732.61","18159.463","21310.324","200190.38"
"38","D2","10","163238.73","18791.764","18231.152","190389.75"
"39","D3","10","166296.81","21145.004","17208.42","192815.66"
"40","D4","10","-7272.4683","-380.4386","381.46814","439.4558"
"41","D5","10","-13054.511","-867.444","-867.18744","-1112.9524"
"42","D6","10","-6807.059","-188.33827","-602.3551","-96.68107"
"43","D7","10","-4092.8462","-366.1131","157.64532","-202.02672"
"44","D8","10","-7880.7144","-532.0062","-655.7344","-645.26385"
"45","D9","10","-7610.847","72.379135","-278.38214","-633.8644"
"46","D10","10","-7104.4526","229.96043","-89.49059","205.61266"
"47","D11","10","-11690.091","-700.67346","-99.57832","-442.92813"
"48","D12","10","-9821.622","200.37825","316.25983","23.706366"
"49","E1","10","167764.36","17092.285","21914.264","201088.42"
"50","E2","10","169939.12","18898.89","19687.79","200313.7"
"51","E3","10","164930.14","20633.14","17049.969","190685.58"
"52","E4","10","-7502.1987","-368.60944","329.64883","68.16444"
"53","E5","10","-4247.5796","-206.9539","157.70822","-59.27116"
"54","E6","10","-3790.5496","-357.46463","7.9833636","-626.7417"
"55","E7","10","-4749.622","-367.84033","-457.33398","114.70608"
"56","E8","10","-9142.118","-67.772545","-472.79166","140.47313"
"57","E9","10","-4356.367","89.2675","1055.8712","409.44565"
"58","E10","10","-6267.2847","-382.65173","172.72064","-487.477"
"59","E11","10","-9864.92","-745.9179","-910.0377","-434.09464"
"60","E12","10","-13325.406","-1027.3602","-111.28783","-736.0866"
"61","F1","10","167304.47","16939.682","22173.611","196013.03"
"62","F2","10","158621.17","18679.926","18891.137","189428.62"
"63","F3","10","165396.7","20557.652","17269.58","192543.39"
"64","F4","10","-10101.611","-8.986636","324.00504","-620.40265"
"65","F5","10","-4506.3516","-3.0504994","1056.9076","484.8216"
"66","F6","10","-12091.8125","-1093.5092","-922.6139","-1359.0695"
"67","F7","10","-9036.063","-321.6849","-345.95102","-553.00494"
"68","F8","10","-5652.1445","-318.33185","583.2457","339.90515"
"69","F9","10","-5074.3706","-24.666391","285.9921","-81.837204"
"70","F10","10","-8731.046","-368.2788","-139.58238","-92.676056"
"71","F11","10","-10464.504","-556.61975","93.0124","-243.5485"
"72","F12","10","-12891.17","-453.67313","-262.05988","-762.60925"
"73","G1","10","165696.58","15898.53","22843.936","201186.06"
"74","G2","10","172326.36","17860.352","20057.043","199544.33"
"75","G3","10","164262.7","18943.717","18226.438","196045.66"
"76","G4","10","-9527.521","-578.57043","-224.51585","433.7076"
"77","G5","10","-11470.467","-392.22504","-693.4792","-488.8627"
"78","G6","10","-8196.799","-99.84635","-641.29974","542.77576"
"79","G7","10","-6624.3813","-213.66599","103.632645","375.6129"
"80","G8","10","-8849.279","238.26909","-681.9416","-1052.8691"
"81","G9","10","-7321.2695","471.657","222.20514","1526.0928"
"82","G10","10","-11749.122","-342.02997","-401.0092","-574.85626"
"83","G11","10","-9722.053","-594.50305","429.3608","-545.92163"
"84","G12","10","-14316.509","-1581.1112","7.067085","-820.2516"
"85","H1","10","172927.2","16092.386","26393.19","204058.06"
"86","H2","10","162564.27","16639.543","21489.28","194277.72"
"87","H3","10","159203.66","17805.004","19991.709","191612.66"
"88","H4","10","-8208.059","-253.96368","695.1794","1214.4535"
"89","H5","10","-1787.3108","384.9962","2102.3813","254.48875"
"90","H6","10","-9094.036","1089.2844","644.6533","974.68774"
"91","H7","10","-13252.905","-332.3492","-733.253","-1243.6655"
"92","H8","10","-9842.372","270.8762","486.97443","-1008.8719"
"93","H9","10","-18035.748","-602.5307","246.16489","87.91735"
"94","H10","10","-10329.868","5.1307693","47.290657","966.4554"
"95","H11","10","-11382.746","-533.322","-138.16365","-1021.33496"
"96","H12","10","-6500.318","261.48038","1399.3226","225.07132"
"1","A1","11","159132.28","13278.185","22581.465","182872.66"
"2","A2","11","169975.58","17543.588","21442.523","198228.08"
"3","A3","11","168275.0","18457.473","19594.9","196958.23"
"4","A4","11","156405.62","19268.158","17575.072","181694.28"
"5","A5","11","152499.44","19464.455","15941.223","178448.31"
"6","A6","11","147985.44","20154.668","15163.316","174513.92"
"7","A7","11","-5517.421","-5.5802774","-319.63092","-19.779331"
"8","A8","11","-735.1466","132.75511","167.7524","1068.3125"
"9","A9","11","-7333.22","-189.30199","-583.6347","467.39743"
"10","A10","11","-4657.926","757.0359","503.23352","1046.997"
"11","A11","11","-3780.9983","429.4755","1367.8535","31.805471"
"12","A12","11","-3152.9617","1332.0199","463.67203","1548.9525"
"13","B1","11","191841.5","16788.65","25417.139","200312.73"
"14","B2","11","190387.77","18711.732","23333.514","199360.84"
"15","B3","11","188849.17","21566.846","21125.451","196391.05"
"16","B4","11","151893.33","21090.32","15513.076","187321.19"
"17","B5","11","150905.66","20798.793","13875.469","175082.11"
"18","B6","11","166511.53","22885.11","16342.76","190362.08"
"19","B7","11","-4295.1826","233.49786","-106.222694","-13.313961"
"20","B8","11","-5609.087","-165.79411","-304.94687","-456.89667"
"21","B9","11","2064.3333","-808.29114","-13.030621","-25.279194"
"22","B10","11","-7167.5605","-71.5824","-215.08905","-106.102715"
"23","B11","11","-4737.6543","289.7125","-271.82272","3.9326756"
"24","B12","11","-12279.413","485.5861","105.39661","-1001.066"
"25","C1","11","173273.9","17593.797","22538.94","203426.53"
"26","C2","11","171327.33","19360.05","19811.666","197076.36"
"27","C3","11","170121.66","21184.32","17925.61","196046.72"
"28","C4","11","158751.08","21989.963","15853.564","187172.67"
"29","C5","11","165106.62","22686.398","15458.565","184469.86"
"30","C6","11","136561.06","19062.684","13134.564","148110.23"
"31","C7","11","-8498.717","-750.84076","118.85811","-48.69395"
"32","C8","11","-7492.158","-118.4134","-485.0664","-237.4737"
"33","C9","11","-6940.659","89.3452","211.15857","-255.40099"
"34","C10","11","-8150.0444","-491.8499","-639.57214","-778.4303"
"35","C11","11","-9446.281","-710.61115","-466.6654","-1222.8408"
"36","C12","11","-8821.764","-277.3166","-480.97964","-901.4372"
"37","D1","11","170414.25","18557.943","22124.635","201018.94"
"38","D2","11","164538.17","19019.787","18606.865","190862.52"
"39","D3","11","167075.06","21486.707","17050.559","192866.03"
"40","D4","11","-6787.7734","-81.798035","178.45164","630.34247"
"41","D5","11","-13317.152","-512.4277","-854.86237","-924.33563"
"42","D6","11","-6871.1655","-103.915695","-632.3354","-48.036987"
"43","D7","11","-3983.8398","-287.99185","57.637188","162.32474"
"44","D8","11","-7100.7217","-375.71716","-277.93057","-377.2591"
"45","D9","11","-5979.044","650.56976","-331.4157","-409.13"
"46","D10","11","-6755.7363","376.3004","-55.097782","185.2227"
"47","D11","11","-11173.186","-805.40936","-412.5762","-190.9914"
"48","D12","11","-9498.806","296.56146","-37.581837","201.85367"
"49","E1","11","169394.56","17381.473","21279.73","200921.67"
"50","E2","11","169863.0","19220.725","19835.79","200004.83"
"51","E3","11","165979.69","21057.588","16438.883","190609.55"
"52","E4","11","-7182.667","-7.655545","-55.046555","296.2618"
"53","E5","11","-4384.247","-131.34363","235.45259","-348.47147"
"54","E6","11","-4242.662","-85.67858","-372.3628","-423.32614"
"55","E7","11","-4808.9146","-211.6325","-535.2338","455.12106"
"56","E8","11","-9320.2","182.43304","-949.3381","-93.50551"
"57","E9","11","-4051.6125","114.5797","628.2472","151.08563"
"58","E10","11","-5333.8774","-159.7996","-95.325294","-446.55606"
"59","E11","11","-8991.921","-243.5123","-1307.6211","-490.7501"
"60","E12","11","-13307.512","-552.8578","-196.25294","-728.8619"
"61","F1","11","168059.19","17056.209","21727.963","196472.05"
"62","F2","11","159370.25","18215.084","18183.627","188953.5"
"63","F3","11","165778.9","20555.438","17297.354","192519.61"
"64","F4","11","-10896.74","273.06943","-651.25446","-296.2746"
"65","F5","11","-4746.0967","144.23332","349.9167","563.9318"
"66","F6","11","-11846.998","-1051.1974","-1056.7527","-990.4246"
"67","F7","11","-8693.167","-118.11154","-261.67783","-599.8257"
"68","F8","11","-4324.884","-107.38327","237.33911","63.90546"
"69","F9","11","-4553.0093","-72.88541","-482.67172","-28.041008"
"70","F10","11","-7529.3433","16.841898","-24.856821","408.71744"
"71","F11","11","-9745.06","-141.12541","45.328648","-368.9492"
"72","F12","11","-12524.718","-98.19357","48.892174","-664.63824"
"73","G1","11","166735.52","16516.566","22405.79","201224.45"
"74","G2","11","172988.28","18047.14","20560.008","199990.52"
"75","G3","11","165843.31","18950.564","17837.988","196182.55"
"76","G4","11","-9307.086","-1003.0131","-525.5619","1077.7325"
"77","G5","11","-11141.093","-467.9692","-480.29044","-531.9581"
"78","G6","11","-7401.696","-379.65762","-835.75653","670.03937"
"79","G7","11","-5647.1475","-102.77144","-51.636944","411.0651"
"80","G8","11","-8349.592","272.77054","-211.03218","-879.80743"
"81","G9","11","-7052.285","137.0905","343.0984","1480.4818"
"82","G10","11","-11760.093","-344.81235","-622.49164","38.00887"
"83","G11","11","-8666.749","-710.06885","115.75296","-497.31375"
"84","G12","11","-14164.272","-1629.1047","-243.40065","-39.927097"
"85","H1","11","173089.06","16302.955","26534.658","204450.08"
"86","H2","11","163855.53","16775.096","21906.217","194114.98"
"87","H3","11","159425.7","18239.322","19688.541","191895.6"
"88","H4","11","-7424.1587","-89.14394","725.6966","1214.8392"
"89","H5","11","-1415.4263","298.85287","1411.2515","350.15295"
"90","H6","11","-8210.748","797.55096","369.14594","482.68796"
"91","H7","11","-12975.885","37.72361","-899.8705","-1555.8175"
"92","H8","11","-9175.89","487.4447","219.72903","-1087.036"
"93","H9","11","-17024.623","-530.6999","529.9336","238.1503"
"94","H10","11","-10081.802","120.183044","208.54027","943.8896"
"95","H11","11","-11230.308","-303.63055","-890.70074","-1252.4545"
"96","H12","11","-6703.827","464.18582","420.0424","-218.25827"
"1","A1","12","158408.86","13574.342","22310.486","182822.95"
"2","A2","12","169689.64","17557.404","21809.232","198379.38"
"3","A3","12","169831.44","18541.639","19644.309","197096.44"
"4","A4","12","157133.81","19231.502","17130.543","182057.83"
"5","A5","12","154379.3","19545.936","15429.212","179300.17"
"6","A6","12","148873.1","20064.56","14788.3125","175088.31"
"7","A7","12","-5602.91","-137.2489","-551.6087","-142.10674"
"8","A8","12","-331.47968","0.34131318","343.55615","1055.3124"
"9","A9","12","-6751.7676","-257.8553","-666.0645","643.67"
"10","A10","12","-4489.6777","756.2758","-99.75929","1581.6785"
"11","A11","12","-4106.8076","638.44","136.23213","49.294167"
"12","A12","12","-4066.4697","1545.2106","713.1409","1674.3394"
"13","B1","12","203646.78","17039.168","27544.791","200143.77"
"14","B2","12","202224.69","18185.117","24287.977","199472.14"
"15","B3","12","200640.31","20813.303","21598.887","196726.92"
"16","B4","12","152890.45","20668.783","16186.103","187640.34"
"17","B5","12","151923.16","20720.924","14146.455","175612.6"
"18","B6","12","165961.12","22641.5","16069.216","190384.86"
"19","B7","12","-3514.2266","628.74506","-133.43956","83.005226"
"20","B8","12","-5691.3096","-20.90292","-451.1965","-109.01548"
"21","B9","12","2547.512","-539.06793","43.89068","-369.35745"
"22","B10","12","-7138.1914","207.39189","-624.7815","-107.95297"
"23","B11","12","-3764.328","38.184586","-514.85736","284.46606"
"24","B12","12","-10965.15","92.11001","115.192406","-809.22186"
"25","C1","12","175717.16","17421.424","22915.955","203354.11"
"26","C2","12","173367.83","19005.299","19989.963","197010.11"
"27","C3","12","173522.47","21054.121","18318.086","196079.42"
"28","C4","12","159794.89","21771.697","15709.294","187268.69"
"29","C5","12","165125.36","22268.777","15094.248","184372.52"
"30","C6","12","136912.5","18580.9","13055.008","148211.4"
"31","C7","12","-8399.422","-1118.4838","-155.76836","81.20229"
"32","C8","12","-7818.3325","-425.661","-761.63654","-182.37727"
"33","C9","12","-6380.1978","117.25628","-64.31156","-195.04884"
"34","C10","12","-8247.326","-800.7865","-291.608","-271.0505"
"35","C11","12","-9564.493","-1147.6915","-166.2906","-918.35345"
"36","C12","12","-8793.685","-590.6605","-312.74344","-710.2923"
"37","D1","12","170931.3","18042.314","21527.953","201080.98"
"38","D2","12","165286.03","19000.785","18365.457","190915.11"
"39","D3","12","168161.95","21339.201","17592.314","193434.6"
"40","D4","12","-7498.1743","-399.71588","-25.582531","547.72675"
"41","D5","12","-13566.553","-777.03467","-612.0585","-594.1191"
"42","D6","12","-7246.5913","-413.03378","-829.8398","-169.45303"
"43","D7","12","-4297.5854","-345.2537","-149.62411","302.96954"
"44","D8","12","-7021.376","-512.8192","-562.8976","-685.6735"
"45","D9","12","-7453.798","119.18099","105.90682","-838.82916"
"46","D10","12","-7190.193","135.1393","20.048824","-29.272703"
"47","D11","12","-11660.396","-1030.156","-226.58316","-533.4801"
"48","D12","12","-10572.469","334.6347","-196.50136","-180.80225"
"49","E1","12","169019.58","17050.01","21739.797","201371.12"
"50","E2","12","170776.19","18739.734","20017.975","199917.44"
"51","E3","12","165901.81","20567.568","16702.676","190986.83"
"52","E4","12","-7154.31","-190.11252","-44.62554","68.34452"
"53","E5","12","-4740.784","-388.57513","138.58202","-258.2262"
"54","E6","12","-4050.213","-193.77794","30.559948","-528.06683"
"55","E7","12","-5238.021","-442.13895","-551.3631","334.2828"
"56","E8","12","-8648.14","-0.62178296","-532.8873","-139.55032"
"57","E9","12","-3344.9814","156.09933","636.1176","314.98312"
"58","E10","12","-6092.7964","-322.15796","-232.13303","-461.0846"
"59","E11","12","-8352.628","-698.33136","-1043.8423","-439.9607"
"60","E12","12","-12844.668","-827.4252","-459.5303","-788.1889"
"61","F1","12","168074.94","17319.707","21586.271","196345.94"
"62","F2","12","159513.75","18169.055","18859.94","189569.12"
"63","F3","12","166629.83","20863.285","17600.51","192285.97"
"64","F4","12","-10220.631","-296.19812","-80.70106","-49.26681"
"65","F5","12","-4637.59","-454.98837","952.4196","637.7906"
"66","F6","12","-12031.199","-1388.4473","-922.8891","-890.79755"
"67","F7","12","-9599.816","-647.121","-279.21597","-277.3924"
"68","F8","12","-4171.1074","-410.14008","388.15042","284.06415"
"69","F9","12","-4239.616","-105.37885","26.671635","-84.470406"
"70","F10","12","-8359.106","-246.59837","75.103584","247.48972"
"71","F11","12","-9992.142","-736.28375","-119.402016","-397.74496"
"72","F12","12","-12925.011","-655.18256","-200.91513","-194.03326"
"73","G1","12","168829.16","16534.262","22877.02","201608.9"
"74","G2","12","174619.69","17921.111","20671.965","200103.84"
"75","G3","12","165695.8","18975.621","18316.277","196401.8"
"76","G4","12","-8754.211","-900.7345","-174.3818","611.34607"
"77","G5","12","-11130.735","-733.7363","-311.726","-578.4931"
"78","G6","12","-6828.195","-732.08417","-893.97394","591.1862"
"79","G7","12","-4878.8467","-156.99727","458.07077","537.22687"
"80","G8","12","-6802.7686","-338.35358","-298.1107","-885.4882"
"81","G9","12","-7092.7305","67.70862","432.06525","1443.7397"
"82","G10","12","-11581.536","-682.72034","-527.5122","-352.15167"
"83","G11","12","-8946.071","-815.12866","-166.1816","-153.61824"
"84","G12","12","-13255.362","-1198.7214","384.72327","-317.41928"
"85","H1","12","175132.86","17240.584","27097.062","204048.66"
"86","H2","12","163067.8","16780.676","21745.207","194678.38"
"87","H3","12","159562.53","18137.98","19609.084","192186.0"
"88","H4","12","-6073.796","392.30237","650.29407","901.31274"
"89","H5","12","-1780.7719","507.09836","1700.7167","134.28192"
"90","H6","12","-8224.251","855.05096","499.48553","487.14044"
"91","H7","12","-12815.776","218.3511","-864.09265","-1328.6682"
"92","H8","12","-9030.479","-63.682556","-41.77759","-1208.7216"
"93","H9","12","-16440.951","-475.89734","463.69263","-144.13177"
"94","H10","12","-10490.949","157.42137","190.12117","514.4829"
"95","H11","12","-10990.015","-402.97787","-931.3239","-1524.2277"
"96","H12","12","-5968.2026","663.65137","401.05447","44.021465"
"1","A1","13","159112.1","13453.42","22482.475","183262.3"
"2","A2","13","169192.17","17863.66","21645.2","199045.1"
"3","A3","13","169777.19","18619.535","19978.525","196831.95"
"4","A4","13","156899.38","18906.62","17088.861","181761.67"
"5","A5","13","154339.7","19397.318","15896.029","179230.5"
"6","A6","13","149255.12","20351.875","15192.177","175319.12"
"7","A7","13","-5577.5894","117.836754","-536.69836","330.6116"
"8","A8","13","-1257.1134","187.68633","213.42754","1128.006"
"9","A9","13","-7130.7227","-86.99093","-994.77985","596.5763"
"10","A10","13","-5371.297","868.2293","-51.40224","1627.142"
"11","A11","13","-4440.569","726.91315","586.546","89.96579"
"12","A12","13","-4116.551","1529.1815","837.5128","1823.0499"
"13","B1","13","217497.62","16497.13","29992.936","200534.88"
"14","B2","13","215804.22","18373.41","26505.332","198974.16"
"15","B3","13","214378.19","21080.52","23651.541","196963.23"
"16","B4","13","152624.34","21142.148","15809.295","187788.17"
"17","B5","13","151357.25","20821.732","14112.617","175480.23"
"18","B6","13","167533.31","23003.854","16451.38","190439.94"
"19","B7","13","-3831.834","603.34344","-66.41965","-148.6618"
"20","B8","13","-5469.6616","168.53352","-319.17416","-352.08344"
"21","B9","13","2958.9814","-205.72397","509.01105","-272.55057"
"22","B10","13","-7338.858","392.73898","-178.60918","-82.43216"
"23","B11","13","-4774.8823","-59.880836","-21.888721","143.55731"
"24","B12","13","-12502.049","342.56015","55.891773","-823.33417"
"25","C1","13","181544.36","17517.71","23565.875","203541.73"
"26","C2","13","178298.6","19655.855","20712.217","197636.69"
"27","C3","13","176908.11","20955.807","18822.914","196128.05"
"28","C4","13","159197.38","21846.576","15979.45","187411.56"
