# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","X1_M1","X3_M3","X2_M2","X4_M4"
"65","F5","31","-2957.7615","-198.5332","834.2183","663.60693"
"66","F6","31","-11014.227","-1032.0317","-956.79974","-1113.2323"
"67","F7","31","-8396.0","-401.81943","-346.77982","-676.06476"
"68","F8","31","-3087.286","-59.021297","535.61743","126.00317"
"69","F9","31","1166.2405","593.03284","2498.2197","1769.5684"
"70","F10","31","-7042.2085","74.954956","39.558243","-46.210617"
"71","F11","31","-9862.446","-312.72192","-96.541824","-483.13577"
"72","F12","31","-12094.48","-416.10153","651.92053","-291.39627"
"73","G1","31","214140.34","17269.775","29288.1","202302.61"
"74","G2","31","222413.55","17756.488","26792.43","200377.48"
"75","G3","31","207998.75","18925.916","23206.986","195811.88"
"76","G4","31","-8067.3574","-654.4186","-556.04004","934.74347"
"77","G5","31","-10061.323","-807.82434","-312.42343","-306.80096"
"78","G6","31","-6400.29","-462.0783","-571.6506","1090.4181"
"79","G7","31","-5801.3296","-273.28976","67.696754","452.71313"
"80","G8","31","-6689.985","192.57047","84.29324","-822.28766"
"81","G9","31","-3442.3713","305.37643","1819.2797","3020.7346"
"82","G10","31","-10540.401","-443.5592","-848.2703","-516.0011"
"83","G11","31","-8801.477","-603.9186","723.5908","-527.5139"
"84","G12","31","-13693.639","-1362.0798","-84.47694","-256.50754"
"85","H1","31","186652.03","16605.691","28243.857","203677.42"
"86","H2","31","173909.38","16364.216","23000.4","194289.16"
"87","H3","31","172109.25","17671.562","21569.465","191907.69"
"88","H4","31","-5680.9097","-278.36157","862.9346","1056.3967"
"89","H5","31","1088.6858","399.793","1561.0369","749.952"
"90","H6","31","-7066.631","607.5803","737.7561","752.61993"
"91","H7","31","-12298.995","130.99142","-644.6155","-995.82184"
"92","H8","31","-8251.8125","36.021816","455.69083","-1028.7267"
"93","H9","31","-15180.007","-784.953","1070.6125","271.75232"
"94","H10","31","-8987.479","-128.66428","1280.5869","945.3092"
"95","H11","31","-10612.033","-641.76917","-17.551033","-1009.1226"
"96","H12","31","-5915.513","729.2687","901.99927","-121.08222"
"1","A1","32","164101.03","13793.111","22969.225","184614.92"
"2","A2","32","174154.6","17708.188","21893.547","199893.36"
"3","A3","32","173361.19","18533.076","20008.95","198059.67"
"4","A4","32","175814.42","19000.193","19621.191","182488.95"
"5","A5","32","170885.42","19675.521","17478.73","179850.38"
"6","A6","32","164716.64","20548.045","16779.605","176515.58"
"7","A7","32","-4502.904","422.47656","-1030.1029","113.69016"
"8","A8","32","-152.19775","363.80682","224.40979","1195.8693"
"9","A9","32","-6027.845","142.26964","-391.14276","233.13739"
"10","A10","32","-4762.6304","760.3718","-130.57751","1676.1139"
"11","A11","32","-1150.6206","632.541","1434.8083","649.5634"
"12","A12","32","-1617.3363","1172.3682","788.1424","1776.8561"
"13","B1","32","430437.66","16797.791","59416.332","202045.3"
"14","B2","32","424823.34","18965.092","52299.996","200219.5"
"15","B3","32","424037.0","21134.139","46506.215","197241.03"
"16","B4","32","156352.62","20766.572","16074.565","187582.5"
"17","B5","32","154718.34","20489.438","14360.925","175013.1"
"18","B6","32","171406.34","22418.94","16410.33","189503.27"
"19","B7","32","-3112.9412","267.70285","82.799385","-148.51636"
"20","B8","32","-4942.62","-107.770386","-266.5757","-109.72165"
"21","B9","32","2876.382","-752.05853","451.2192","79.49356"
"22","B10","32","-6759.202","370.58633","79.89618","245.61057"
"23","B11","32","-2130.3562","-9.477344","87.62008","357.58047"
"24","B12","32","-10551.361","150.12045","419.04242","-511.28903"
"25","C1","32","404629.47","17560.764","53682.72","205202.94"
"26","C2","32","398182.03","19070.965","46126.02","197692.02"
"27","C3","32","396650.72","20829.975","42003.992","196002.2"
"28","C4","32","162507.6","21601.305","16233.988","186953.27"
"29","C5","32","169081.81","22252.652","15612.425","183645.67"
"30","C6","32","143004.2","18632.762","14764.211","147692.9"
"31","C7","32","-8079.304","-1025.8002","154.45422","3.4422073"
"32","C8","32","-7040.952","-271.33957","-396.38367","-198.62062"
"33","C9","32","-6816.3613","10.2313175","-71.034904","-44.36841"
"34","C10","32","-8966.61","-375.60028","-238.22746","-235.83498"
"35","C11","32","-9755.082","-887.2934","38.08881","-1022.0631"
"36","C12","32","-9193.437","40.529808","-359.78772","-997.24664"
"37","D1","32","378802.0","18223.152","48511.55","201892.16"
"38","D2","32","355455.94","18870.105","41239.656","191196.1"
"39","D3","32","368421.1","21637.79","38393.582","193352.88"
"40","D4","32","-5131.6724","-414.51077","434.67667","911.0862"
"41","D5","32","-12370.676","-548.9091","-285.16257","-818.9068"
"42","D6","32","-5828.241","-345.24417","-430.635","229.7137"
"43","D7","32","-4220.3613","-363.40192","121.13569","51.203526"
"44","D8","32","-7023.0967","-154.7127","-219.94102","-336.05695"
"45","D9","32","-6565.069","324.00217","-29.782406","-722.7763"
"46","D10","32","-5903.157","29.073374","-68.95059","236.6071"
"47","D11","32","-10156.446","-721.81256","91.142044","-761.4926"
"48","D12","32","-9178.099","95.60786","-5.5230575","-302.3264"
"49","E1","32","344211.66","17013.545","44031.902","202463.56"
"50","E2","32","338703.53","19190.795","39135.004","200621.3"
"51","E3","32","333013.8","20773.033","34280.965","191178.31"
"52","E4","32","-4839.864","-47.27578","467.82983","708.68866"
"53","E5","32","-3229.4382","190.77347","167.8669","146.70244"
"54","E6","32","-2887.554","-413.4979","-743.12006","-717.8438"
"55","E7","32","-3181.779","-147.71945","-271.4325","1112.9215"
"56","E8","32","-7215.5317","28.057188","-559.6336","177.86028"
"57","E9","32","-5035.5547","150.95108","198.88411","-466.00037"
"58","E10","32","-4665.3267","-428.0069","-349.29263","-56.800266"
"59","E11","32","-8574.772","-700.06793","-514.9558","-366.47516"
"60","E12","32","-11810.358","-551.17975","-583.58093","-739.90955"
"61","F1","32","287373.3","17389.088","38112.34","196342.58"
"62","F2","32","276544.7","18223.139","32460.691","189274.8"
"63","F3","32","289756.75","20191.354","30153.377","192819.22"
"64","F4","32","-9598.43","-61.552387","293.6139","-200.86209"
"65","F5","32","-2910.2898","63.447685","563.4049","512.70074"
"66","F6","32","-11352.629","-948.6905","-566.0507","-947.0523"
"67","F7","32","-9155.153","-347.94086","-379.15482","-754.0109"
"68","F8","32","-4853.615","17.26419","368.49414","439.50266"
"69","F9","32","765.0996","563.49426","2467.4514","1940.6921"
"70","F10","32","-7346.5664","-386.8716","-59.48658","185.48047"
"71","F11","32","-9975.813","-85.44704","32.463787","131.80385"
"72","F12","32","-12044.871","-540.9269","51.751175","-537.0924"
"73","G1","32","228570.2","17176.754","31897.729","201885.52"
"74","G2","32","241017.56","18060.928","29138.473","200300.83"
"75","G3","32","224044.98","18998.615","25029.803","195840.95"
"76","G4","32","-7868.417","-659.63965","-824.94885","703.01404"
"77","G5","32","-10462.806","-750.67993","-550.26495","71.02075"
"78","G6","32","-6526.934","351.80438","-702.33276","682.36017"
"79","G7","32","-4867.196","139.40773","-233.54198","34.09571"
"80","G8","32","-7791.5947","-161.29683","-391.9308","-1044.9417"
"81","G9","32","-3791.9316","98.15301","1873.291","2806.9148"
"82","G10","32","-10428.585","-323.36606","-1077.2778","-526.7067"
"83","G11","32","-8658.454","-848.47577","1004.69305","-156.95908"
"84","G12","32","-14039.886","-1085.2361","-352.37927","-399.46637"
"85","H1","32","194528.16","16298.266","29295.805","203878.36"
"86","H2","32","180309.17","16750.94","24240.432","194473.8"
"87","H3","32","181128.08","18136.822","22089.271","191722.14"
"88","H4","32","-4881.324","319.2872","818.16876","1227.8594"
"89","H5","32","1743.6509","764.2304","1799.609","256.3823"
"90","H6","32","-8087.046","1179.2015","791.0237","743.15845"
"91","H7","32","-11786.276","-58.72021","-1238.8778","-1391.791"
"92","H8","32","-8474.592","451.3379","228.71936","-1091.7455"
"93","H9","32","-15228.889","-766.27716","1073.884","271.60443"
"94","H10","32","-9482.531","220.3692","944.91943","839.6632"
"95","H11","32","-10372.642","-231.47557","-747.40247","-1130.3892"
"96","H12","32","-5673.028","770.7492","1042.9404","-634.58203"
"1","A1","33","163858.72","13550.967","22805.217","184546.6"
"2","A2","33","173738.08","17542.639","21843.654","200076.88"
"3","A3","33","172993.36","18280.734","20596.117","198200.17"
"4","A4","33","186390.14","18899.756","20644.45","182617.36"
"5","A5","33","181104.64","19777.04","18645.156","180228.72"
"6","A6","33","173846.53","20595.902","17777.053","176206.02"
"7","A7","33","-4250.6123","555.78656","-466.8345","234.4827"
"8","A8","33","751.9053","364.2722","390.7798","963.85114"
"9","A9","33","-6583.759","202.73184","-349.64185","521.8573"
"10","A10","33","-4297.658","635.4548","467.11407","994.01526"
"11","A11","33","-1509.8154","855.79407","1911.7109","416.85114"
"12","A12","33","-233.683","1639.95","1125.712","1733.2191"
"13","B1","33","437169.2","16567.34","61075.09","201610.3"
"14","B2","33","430529.84","18905.188","52682.043","199647.12"
"15","B3","33","428997.6","21217.152","47291.504","197477.69"
"16","B4","33","157783.86","21015.768","16378.85","187499.28"
"17","B5","33","156081.23","20648.104","14457.312","175005.08"
"18","B6","33","173447.05","22323.037","16536.758","189136.0"
"19","B7","33","-3151.7285","686.4948","267.0443","-239.32466"
"20","B8","33","-4555.424","335.09488","-435.249","-252.46503"
"21","B9","33","3847.9102","-655.2978","102.73876","-478.69388"
"22","B10","33","-7955.4546","191.82544","51.127014","-110.01286"
"23","B11","33","-3144.4038","-242.66286","63.03844","-291.8779"
"24","B12","33","-10103.455","-30.077568","621.1934","-548.57214"
"25","C1","33","412765.5","17777.377","54515.465","204763.2"
"26","C2","33","404754.1","19314.45","47038.918","197973.2"
"27","C3","33","403544.88","21534.926","42739.777","196466.78"
"28","C4","33","161912.69","21980.72","16215.985","187070.8"
"29","C5","33","170182.12","22254.18","15661.633","183537.02"
"30","C6","33","143703.56","18849.053","14767.408","147422.78"
"31","C7","33","-8167.924","-768.8751","-50.16067","283.99197"
"32","C8","33","-7394.179","-123.80602","-510.01746","204.66257"
"33","C9","33","-6706.1216","-74.14513","429.78683","-99.63151"
"34","C10","33","-7362.8306","-393.16074","-110.82742","-104.27927"
"35","C11","33","-8341.922","-702.1945","16.8299","-1254.4803"
"36","C12","33","-7883.973","-287.2378","259.37347","-437.24472"
"37","D1","33","386180.22","18061.28","49993.457","202587.4"
"38","D2","33","363317.7","18760.094","41494.957","191106.53"
"39","D3","33","376369.28","21584.334","39199.715","193677.72"
"40","D4","33","-4969.3867","-12.8890705","532.19403","1185.257"
"41","D5","33","-12055.453","-713.73676","-1164.377","-852.5194"
"42","D6","33","-6106.3433","-373.6706","-462.21063","-27.642916"
"43","D7","33","-3493.3516","-466.8247","-9.719402","202.48206"
"44","D8","33","-6423.3438","-556.53406","-483.54587","-332.28137"
"45","D9","33","-7019.6465","405.06067","-210.41583","-588.46436"
"46","D10","33","-6399.209","456.0792","-482.92566","419.57352"
"47","D11","33","-10155.482","-1026.8035","-227.33229","-390.39966"
"48","D12","33","-9630.436","175.08806","317.02173","-439.40945"
"49","E1","33","355614.47","17485.305","45878.15","201889.55"
"50","E2","33","351419.28","19423.809","40650.81","200525.16"
"51","E3","33","344887.75","20705.701","35577.336","191710.02"
"52","E4","33","-4722.605","59.195026","501.26733","506.69485"
"53","E5","33","-3197.8105","-481.85233","228.87704","98.568535"
"54","E6","33","-3260.6265","-57.508644","-74.79428","-636.1426"
"55","E7","33","-2928.3875","-467.11304","-42.6271","907.30676"
"56","E8","33","-6887.9434","145.801","-102.93591","426.85715"
"57","E9","33","-4862.608","-59.81228","215.22112","-423.94955"
"58","E10","33","-4605.5376","-38.367096","261.92194","-376.04153"
"59","E11","33","-7848.609","-692.77216","69.524124","-565.41284"
"60","E12","33","-12150.996","-678.9584","-277.14157","-1004.06665"
"61","F1","33","301973.47","17079.162","40578.027","195737.12"
"62","F2","33","290169.47","18239.29","34314.04","189165.33"
"63","F3","33","304493.75","20347.295","32017.361","192380.95"
"64","F4","33","-8883.992","-53.411716","208.9239","-93.62074"
"65","F5","33","-3058.715","53.06799","970.73346","456.7693"
"66","F6","33","-11220.261","-1273.4631","-375.81683","-673.13525"
"67","F7","33","-8882.629","-225.40979","10.378425","-468.62817"
"68","F8","33","-3737.3325","-353.2556","732.63947","214.14758"
"69","F9","33","630.12244","9.952129","2534.6006","1777.3394"
"70","F10","33","-6667.249","126.47258","83.79579","163.9902"
"71","F11","33","-8782.553","-525.39355","394.01175","-355.3643"
"72","F12","33","-11988.453","-1008.2906","565.6134","-980.5776"
"73","G1","33","247624.78","16586.072","34187.82","202009.94"
"74","G2","33","258411.5","18253.512","31627.982","200584.03"
"75","G3","33","242389.86","19015.006","27192.457","195932.95"
"76","G4","33","-8666.836","-463.22888","-833.1562","767.29034"
"77","G5","33","-9265.838","-400.5663","-490.08603","-505.098"
"78","G6","33","-6559.923","-158.56715","-398.4696","1014.9875"
"79","G7","33","-4965.4087","-36.39035","-222.34264","389.8352"
"80","G8","33","-7083.3516","463.04767","-290.75116","-780.3945"
"81","G9","33","-3733.8818","513.5757","2006.4977","2621.0803"
"82","G10","33","-11536.69","-232.97789","-1194.3317","-496.8076"
"83","G11","33","-8414.974","-496.4433","257.0196","-30.262213"
"84","G12","33","-14367.809","-1194.9126","-509.25766","-440.65103"
"85","H1","33","206535.73","16716.541","32143.9","204371.47"
"86","H2","33","190494.6","16249.694","25462.7","195229.81"
"87","H3","33","191212.83","17849.58","23591.236","192156.36"
"88","H4","33","-5247.204","-414.82388","603.91455","1363.78"
"89","H5","33","985.74554","37.60886","2192.2617","612.3559"
"90","H6","33","-8030.7026","718.0487","547.47034","636.29877"
"91","H7","33","-11788.23","-70.477325","-711.97015","-1531.4548"
"92","H8","33","-8438.1875","-267.1307","4.531707","-967.2106"
"93","H9","33","-14449.622","-983.9808","1572.0714","613.2446"
"94","H10","33","-9441.469","130.92531","1220.7249","892.26373"
"95","H11","33","-10609.382","-544.6402","-405.9848","-1240.0338"
"96","H12","33","-5753.4683","876.474","1069.318","454.53806"
"1","A1","34","164459.62","14028.616","23260.535","184850.8"
"2","A2","34","174534.6","17935.543","22479.95","199896.67"
"3","A3","34","174053.44","18680.541","20160.89","198286.25"
"4","A4","34","199836.08","19325.773","21812.104","182374.11"
"5","A5","34","193992.7","19748.973","20154.717","179733.56"
"6","A6","34","184797.33","20534.494","18558.523","176251.86"
"7","A7","34","-4396.15","327.0525","-716.74805","284.9063"
"8","A8","34","777.5743","442.5552","372.61514","1244.7179"
"9","A9","34","-5713.9526","253.45976","-168.12344","801.50494"
"10","A10","34","-4030.5454","911.1105","327.73975","1600.1548"
"11","A11","34","-1896.2517","885.91144","1508.3019","181.88548"
"12","A12","34","192.71117","1177.8439","1312.3802","2024.209"
"13","B1","34","444867.7","16935.047","61777.008","201583.39"
"14","B2","34","437708.6","18406.492","53562.195","199634.89"
"15","B3","34","435959.6","21155.52","48170.28","197133.66"
"16","B4","34","161415.06","21303.04","16586.172","187365.3"
"17","B5","34","159898.75","20537.98","14923.305","174807.73"
"18","B6","34","177418.25","22450.205","17127.377","189291.75"
"19","B7","34","-2735.7712","522.08655","257.9986","-82.660545"
"20","B8","34","-4539.2627","159.69733","-17.962456","-224.40498"
"21","B9","34","3335.4683","-425.61795","439.6469","-190.45908"
"22","B10","34","-6963.0693","-32.273872","214.43433","44.296913"
"23","B11","34","-2792.4163","255.46466","239.55803","691.4872"
"24","B12","34","-10500.113","275.00165","1006.64","-722.17084"
"25","C1","34","420067.22","17822.008","55851.633","204927.86"
"26","C2","34","412202.72","19760.955","48163.938","197499.05"
"27","C3","34","412618.8","21247.168","43483.824","195937.4"
"28","C4","34","162541.14","21775.21","15998.389","187278.34"
"29","C5","34","172179.39","22766.785","15910.947","183639.38"
"30","C6","34","144746.22","18777.21","14704.807","147314.83"
"31","C7","34","-7112.0317","-834.7649","70.81405","88.103676"
"32","C8","34","-6877.6133","-92.90213","-564.34894","-182.01437"
"33","C9","34","-6340.266","190.36694","2.0178318","-231.71323"
"34","C10","34","-6839.7266","-224.5186","68.017204","-176.58752"
"35","C11","34","-8368.139","-700.0218","-283.45053","-1081.6038"
"36","C12","34","-7140.7437","-134.17455","125.8698","-897.96045"
"37","D1","34","393949.72","18466.68","50908.305","202338.16"
"38","D2","34","371034.3","19078.295","42356.15","190939.84"
"39","D3","34","385223.66","21559.154","40464.95","193298.58"
"40","D4","34","-5299.8174","-355.8569","577.0716","1232.8195"
"41","D5","34","-11672.615","-353.04135","-345.78836","-285.6961"
"42","D6","34","-6379.3027","-252.58257","-391.2577","541.9424"
"43","D7","34","-4371.346","-181.169","39.066788","470.0718"
"44","D8","34","-6455.6333","-359.30484","34.117264","-153.0583"
"45","D9","34","-6139.3066","181.37502","-70.20006","-279.71124"
"46","D10","34","-6180.99","162.43256","354.7671","523.7735"
"47","D11","34","-10777.827","-766.3113","-279.9399","-65.661194"
"48","D12","34","-9439.015","451.47543","486.17435","368.0176"
"49","E1","34","365738.44","16950.004","47639.9","202145.23"
"50","E2","34","361122.62","18726.959","42048.805","200480.4"
"51","E3","34","356026.7","20363.598","36395.688","191615.48"
"52","E4","34","-5068.4946","-614.13336","781.4449","499.01685"
"53","E5","34","-3608.6538","-265.12363","380.79233","319.39627"
"54","E6","34","-3650.563","-406.82706","122.17645","-210.35674"
"55","E7","34","-3502.3225","-131.1514","167.57892","1108.2427"
"56","E8","34","-6784.364","-20.24575","-288.17776","139.68895"
"57","E9","34","-4736.9463","186.77905","380.05194","-323.64752"
"58","E10","34","-4638.6426","-200.4524","-289.15466","-209.00713"
"59","E11","34","-7894.8325","-794.6185","-635.15845","-350.74252"
"60","E12","34","-12029.347","-747.9464","-231.65889","-684.54944"
"61","F1","34","315614.25","17128.492","41926.242","196277.33"
"62","F2","34","302603.1","18356.684","35704.656","189364.42"
"63","F3","34","318504.3","20264.514","34043.46","192610.9"
"64","F4","34","-8907.721","-357.10095","149.18065","73.421875"
"65","F5","34","-3032.6829","108.38222","833.002","349.52014"
"66","F6","34","-10693.997","-982.4098","-651.3286","-1058.2935"
"67","F7","34","-8733.393","-653.85455","-22.641191","-472.4567"
"68","F8","34","-4366.682","146.57527","791.23895","166.6192"
"69","F9","34","338.41","206.47118","2357.7336","2194.3713"
"70","F10","34","-8047.715","-218.9185","-46.34396","528.70703"
"71","F11","34","-9824.998","-163.22882","-77.04545","-134.69096"
"72","F12","34","-12638.516","-607.1136","666.8","-207.14578"
"73","G1","34","263046.8","17085.014","36950.89","202079.92"
"74","G2","34","278681.53","17866.465","34121.17","200433.0"
"75","G3","34","259537.4","18652.236","29313.873","196161.53"
"76","G4","34","-7341.1313","-776.15955","-211.11162","367.78345"
"77","G5","34","-10330.864","-517.92664","-36.2449","-212.36043"
"78","G6","34","-6148.937","-291.84598","-630.7465","553.6848"
"79","G7","34","-5158.407","34.955284","117.42508","110.20195"
"80","G8","34","-6942.612","-0.84316725","-394.61618","-958.7168"
"81","G9","34","-4260.4307","301.89124","2456.415","2596.1135"
"82","G10","34","-10812.39","-430.11664","-729.3187","-544.1695"
"83","G11","34","-8727.861","-463.0962","668.2904","-237.31583"
"84","G12","34","-14500.029","-1586.6514","-611.5231","-266.3293"
"85","H1","34","218823.81","16817.617","34296.004","204416.05"
"86","H2","34","203295.05","16168.1875","27326.232","194418.77"
"87","H3","34","207963.95","17610.861","26047.137","191993.27"
"88","H4","34","-5508.2485","-147.46574","659.7612","1553.8132"
"89","H5","34","848.1597","757.6367","1965.3448","456.49222"
"90","H6","34","-7719.177","871.25946","609.3063","483.8011"
"91","H7","34","-11987.159","-58.57226","-1209.7489","-1296.8234"
"92","H8","34","-7560.978","332.66583","73.93291","-1261.4418"
"93","H9","34","-14356.242","-913.8734","1253.1156","-1.9246533"
"94","H10","34","-9178.188","138.8921","1250.168","829.22784"
"95","H11","34","-9787.084","-778.172","-51.548492","-1083.7046"
"96","H12","34","-5033.7754","487.38312","498.53882","169.72594"
"1","A1","35","164415.9","13873.332","23549.088","185066.19"
"2","A2","35","174626.33","17587.764","21863.135","200572.05"
"3","A3","35","172458.08","18269.818","20232.076","197922.77"
"4","A4","35","215521.6","19257.11","23769.822","182879.95"
"5","A5","35","206439.81","19554.633","21592.918","179877.83"
"6","A6","35","194792.38","20313.633","20155.697","176546.53"
"7","A7","35","-3842.8071","200.4597","-602.82434","166.63942"
"8","A8","35","293.16306","536.47437","483.61267","1022.59894"
"9","A9","35","-6695.289","-104.01875","-464.4202","518.33856"
"10","A10","35","-4152.4653","804.3298","721.4007","1564.1654"
"11","A11","35","-1026.4222","712.13306","1534.3025","212.65056"
"12","A12","35","-1536.4565","1555.0404","1795.602","1574.8889"
"13","B1","35","450650.06","16884.092","62995.25","202393.61"
"14","B2","35","444154.75","18424.078","54529.94","200194.38"
"15","B3","35","442171.8","21390.166","48418.86","197617.0"
"16","B4","35","166722.33","21063.97","17216.277","187574.56"
"17","B5","35","165405.53","20802.918","15008.915","174916.66"
"18","B6","35","183819.8","22596.826","17307.33","189666.88"
"19","B7","35","-3542.7136","285.95996","48.082672","199.25084"
"20","B8","35","-5138.4946","186.96251","-548.6018","-81.88076"
"21","B9","35","4021.7275","-180.96191","-448.03052","-171.43608"
"22","B10","35","-7132.454","201.8885","-231.21361","237.54416"
"23","B11","35","-2537.6775","126.53485","-537.11163","379.9306"
"24","B12","35","-10108.896","134.69226","445.62027","-865.4998"
"25","C1","35","425640.56","17288.002","56362.64","205196.4"
"26","C2","35","418113.7","19282.842","48697.24","197798.62"
"27","C3","35","418288.22","20890.775","44164.836","196371.31"
"28","C4","35","162617.33","21622.361","16293.698","187279.44"
"29","C5","35","175257.2","22250.766","16762.86","183679.28"
"30","C6","35","144443.58","18721.574","14934.052","147208.34"
"31","C7","35","-7342.6665","-700.89667","254.07498","152.37228"
"32","C8","35","-7848.333","-82.51285","-546.1772","148.63524"
"33","C9","35","-5351.262","-224.88835","-213.08768","-131.38176"
"34","C10","35","-7063.8325","-509.8785","39.55513","-106.492966"
"35","C11","35","-8476.476","-946.8898","69.7143","-999.93787"
"36","C12","35","-8501.292","-312.64404","-226.09442","-712.7787"
"37","D1","35","402193.56","18625.332","52420.617","202250.89"
"38","D2","35","378901.97","19269.87","43293.555","191489.31"
"39","D3","35","392507.06","21576.855","40644.996","193307.22"
"40","D4","35","-4146.4727","-151.4907","676.33496","1238.9309"
"41","D5","35","-11535.402","-681.7548","-659.0102","-691.0094"
"42","D6","35","-6395.367","-460.15292","-341.61646","70.48162"
"43","D7","35","-3796.3206","-569.32025","-105.13161","348.30237"
"44","D8","35","-7197.3564","-336.0918","-90.60595","-451.5815"
"45","D9","35","-5934.8926","350.88477","-303.63342","-393.97043"
"46","D10","35","-6256.2466","-104.91709","-235.01036","482.89877"
"47","D11","35","-10667.794","-982.2724","-214.26112","-323.8412"
"48","D12","35","-8436.274","430.9099","339.6242","1.321476"
"49","E1","35","375471.72","17170.373","48583.89","202381.86"
"50","E2","35","370730.88","19316.893","42238.81","200273.03"
"51","E3","35","364773.25","20707.43","37280.387","190674.02"
"52","E4","35","-4779.9478","158.33383","840.36053","884.497"
"53","E5","35","-3280.0317","-241.32564","359.57434","339.1992"
"54","E6","35","-3306.9077","-92.80469","-400.31293","-420.57242"
"55","E7","35","-3278.3928","84.97436","108.37063","792.42676"
"56","E8","35","-6434.484","312.44183","-831.4622","524.2618"
"57","E9","35","-5102.555","346.17438","159.19434","-261.48196"
"58","E10","35","-4943.139","-14.30914","111.96385","-413.11047"
"59","E11","35","-8209.532","-506.78378","-545.59924","-162.15031"
"60","E12","35","-12884.088","-580.6924","-48.0182","-932.3512"
"61","F1","35","328590.53","17195.07","43424.473","196748.06"
"62","F2","35","316247.62","18221.062","37658.316","189461.48"
"63","F3","35","332901.16","20378.68","35706.906","192373.05"
"64","F4","35","-8807.979","-173.33194","196.84018","-187.43613"
"65","F5","35","-3113.0222","117.73057","1079.6454","816.0405"
"66","F6","35","-11949.907","-1149.5133","-574.17944","-773.9436"
"67","F7","35","-8295.197","-518.56464","192.98396","-622.67255"
"68","F8","35","-4100.065","-125.73717","677.8934","157.6186"
"69","F9","35","-158.9497","191.7879","2428.4827","1921.6165"
"70","F10","35","-7627.857","-60.97369","364.76276","22.611713"
"71","F11","35","-9040.535","-689.0928","491.52112","-322.69757"
"72","F12","35","-10878.666","-562.87274","134.36212","-904.71313"
"73","G1","35","282306.62","16647.246","38620.04","202835.55"
"74","G2","35","294914.53","18205.89","36687.562","200801.31"
"75","G3","35","276661.75","19264.53","31076.225","195920.78"
"76","G4","35","-8107.8887","-622.9802","-634.7844","803.57886"
"77","G5","35","-10306.979","-493.6255","-139.81184","27.193129"
"78","G6","35","-5864.2197","-47.594707","-563.45776","571.7125"
"79","G7","35","-4748.1567","-179.38698","65.746826","99.93903"
"80","G8","35","-7275.6675","255.3646","-262.42535","-1060.0751"
"81","G9","35","-2883.075","284.69055","1780.0303","2812.3555"
"82","G10","35","-10380.917","104.65526","-854.6093","-621.80365"
"83","G11","35","-8319.303","-824.4621","351.71817","24.651192"
"84","G12","35","-13323.056","-1193.6884","-261.13214","-631.8476"
"85","H1","35","231820.33","16510.027","35134.31","203258.23"
"86","H2","35","220770.78","16470.146","30128.072","195003.0"
"87","H3","35","227376.89","18185.87","28218.45","192039.62"
"88","H4","35","-5745.5215","-28.753098","1041.161","1399.5289"
"89","H5","35","1577.5017","595.38074","2302.3308","684.2001"
"90","H6","35","-7841.497","807.02167","511.42538","604.1661"
"91","H7","35","-11805.345","236.43062","-790.80536","-1312.1316"
"92","H8","35","-8058.874","355.16672","59.055515","-788.88336"
"93","H9","35","-14389.409","-730.8441","1233.1122","496.52496"
"94","H10","35","-8535.039","472.26166","779.49115","1075.9895"
"95","H11","35","-9729.063","-692.94556","-517.7218","-1461.8696"
"96","H12","35","-4827.5073","631.2883","552.7294","152.65846"
"1","A1","36","163757.27","13694.674","22647.922","184825.31"
"2","A2","36","172769.38","17969.611","22088.941","200699.48"
"3","A3","36","172709.75","18271.217","20125.34","197848.34"
"4","A4","36","231708.34","19060.58","26048.342","182569.17"
"5","A5","36","219122.66","19592.656","22881.93","180110.61"
"6","A6","36","208137.47","20411.602","21359.379","176609.38"
"7","A7","36","-5157.2017","226.18683","-436.48718","77.76263"
"8","A8","36","17.895834","172.11534","415.73145","1313.4075"
"9","A9","36","-6083.205","171.14581","-475.1369","699.63153"
"10","A10","36","-4031.3704","733.5473","-17.20812","1192.3501"
"11","A11","36","-720.36597","681.3056","1810.8027","457.01523"
"12","A12","36","-1190.9954","1425.1672","1693.3933","2019.449"
"13","B1","36","457341.78","17200.625","63840.777","202305.97"
"14","B2","36","451895.34","18774.207","55319.906","200165.94"
"15","B3","36","448620.2","21283.191","49851.453","197267.42"
"16","B4","36","175541.05","21001.447","18438.387","187464.48"
"17","B5","36","173645.48","20373.057","16350.206","174724.94"
"18","B6","36","195103.53","22499.621","18517.82","189317.17"
