# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","FAM","ROX"
"27","C3","15","181909.5","195969.64"
"27","C3","16","194746.78","195880.39"
"27","C3","17","208802.14","195913.38"
"27","C3","18","225130.64","196055.56"
"27","C3","19","241890.11","195903.52"
"27","C3","20","257620.73","195671.83"
"27","C3","21","272164.72","195569.84"
"27","C3","22","286369.78","195750.67"
"27","C3","23","299811.6","195702.06"
"27","C3","24","311725.1","195735.81"
"27","C3","25","322798.25","195739.36"
"27","C3","26","333624.84","195706.52"
"27","C3","27","343825.16","195869.58"
"27","C3","28","352698.1","195976.67"
"27","C3","29","361664.06","195801.7"
"27","C3","30","369960.9","195744.67"
"27","C3","31","377404.75","195716.42"
"27","C3","32","384143.94","195622.78"
"27","C3","33","391330.0","195717.06"
"27","C3","34","399502.03","195626.52"
"27","C3","35","405781.5","195837.19"
"27","C3","36","411833.7","195906.33"
"27","C3","37","418394.25","195965.16"
"27","C3","38","424408.9","196210.16"
"27","C3","39","430204.78","196081.94"
"27","C3","40","435551.6","196049.67"
"28","C4","1","137098.02","181813.73"
"28","C4","2","137475.22","181920.67"
"28","C4","3","139023.98","183290.97"
"28","C4","4","140862.2","184626.31"
"28","C4","5","142552.25","185447.92"
"28","C4","6","144014.34","185836.6"
"28","C4","7","144289.5","186273.98"
"28","C4","8","144731.64","186576.38"
"28","C4","9","145743.05","186839.1"
"28","C4","10","146216.77","186905.69"
"28","C4","11","146174.75","186956.31"
"28","C4","12","146603.61","187035.61"
"28","C4","13","146709.84","187147.02"
"28","C4","14","147582.94","187146.8"
"28","C4","15","147904.73","187042.27"
"28","C4","16","148350.33","186909.86"
"28","C4","17","148403.52","186788.16"
"28","C4","18","148509.72","186984.52"
"28","C4","19","148387.08","187092.77"
"28","C4","20","148328.14","186938.33"
"28","C4","21","148752.42","186972.44"
"28","C4","22","148893.33","187086.2"
"28","C4","23","149524.92","187021.19"
"28","C4","24","149425.45","186769.08"
"28","C4","25","149354.1","186563.62"
"28","C4","26","149526.39","186722.16"
"28","C4","27","149255.58","187054.77"
"28","C4","28","149182.11","186936.53"
"28","C4","29","149530.95","186828.17"
"28","C4","30","148835.45","186871.28"
"28","C4","31","148573.72","186908.23"
"28","C4","32","149307.92","186762.9"
"28","C4","33","149323.64","186853.72"
"28","C4","34","149614.81","186997.11"
"28","C4","35","149503.23","187033.0"
"28","C4","36","149142.3","187054.83"
"28","C4","37","149099.95","186884.56"
"28","C4","38","149630.88","186810.11"
"28","C4","39","149858.8","186821.05"
"28","C4","40","150481.16","187019.36"
"29","C5","1","140351.9","180038.27"
"29","C5","2","140501.8","180149.36"
"29","C5","3","142443.88","181414.73"
"29","C5","4","144463.58","182159.05"
"29","C5","5","146120.16","182779.98"
"29","C5","6","148012.6","182965.83"
"29","C5","7","149195.4","183439.31"
"29","C5","8","149755.11","183926.5"
"29","C5","9","150291.1","183876.44"
"29","C5","10","151135.77","183935.33"
"29","C5","11","152085.98","184152.25"
"29","C5","12","152352.81","184126.75"
"29","C5","13","152539.33","184170.38"
"29","C5","14","152544.58","184179.42"
"29","C5","15","153462.84","184179.34"
"29","C5","16","153920.34","184134.45"
"29","C5","17","154191.89","183979.17"
"29","C5","18","154181.64","183993.34"
"29","C5","19","154716.95","183937.94"
"29","C5","20","154671.17","183750.92"
"29","C5","21","154993.45","183563.75"
"29","C5","22","155069.06","183546.1"
"29","C5","23","155390.83","183555.94"
"29","C5","24","155274.75","183742.06"
"29","C5","25","155571.88","183709.23"
"29","C5","26","155739.92","183682.08"
"29","C5","27","155454.6","183553.73"
"29","C5","28","155457.36","183360.98"
"29","C5","29","155659.7","183293.89"
"29","C5","30","155488.84","183320.38"
"29","C5","31","155845.83","183221.44"
"29","C5","32","156421.95","183310.6"
"29","C5","33","157566.81","183301.28"
"29","C5","34","159600.47","183340.53"
"29","C5","35","162841.5","183119.8"
"29","C5","36","168333.3","182955.11"
"29","C5","37","178409.16","183122.77"
"29","C5","38","193775.34","183401.55"
"29","C5","39","214057.98","183408.25"
"29","C5","40","234851.38","183338.89"
"30","C6","1","114168.44","146401.25"
"30","C6","2","114342.125","146435.19"
"30","C6","3","116401.086","146830.11"
"30","C6","4","118068.33","147086.98"
"30","C6","5","119974.95","147385.4"
"30","C6","6","121538.81","147453.52"
"30","C6","7","122945.72","147760.66"
"30","C6","8","123429.5","147926.03"
"30","C6","9","124214.47","148160.53"
"30","C6","10","125399.44","148092.5"
"30","C6","11","126147.805","147991.36"
"30","C6","12","126719.25","148004.92"
"30","C6","13","127625.48","148019.2"
"30","C6","14","127603.35","147966.67"
"30","C6","15","128058.805","148054.11"
"30","C6","16","129308.65","147806.0"
"30","C6","17","129732.18","147640.44"
"30","C6","18","129958.21","147567.77"
"30","C6","19","130358.18","147401.22"
"30","C6","20","130691.73","147323.5"
"30","C6","21","131364.2","147439.7"
"30","C6","22","131855.69","147395.84"
"30","C6","23","132016.25","147358.9"
"30","C6","24","131830.67","147230.3"
"30","C6","25","132295.27","147154.75"
"30","C6","26","132570.66","147248.8"
"30","C6","27","132671.89","147258.89"
"30","C6","28","132893.84","147103.16"
"30","C6","29","133132.19","146953.23"
"30","C6","30","132930.86","146736.64"
"30","C6","31","133127.17","146768.05"
"30","C6","32","132971.02","147236.39"
"30","C6","33","133529.95","147256.89"
"30","C6","34","134299.28","147139.47"
"30","C6","35","134278.39","147099.17"
"30","C6","36","134287.39","147236.97"
"30","C6","37","134598.92","147085.66"
"30","C6","38","134553.12","146969.42"
"30","C6","39","134613.1","147033.7"
"30","C6","40","135470.27","147433.73"
"37","D1","1","145057.34","193744.23"
"37","D1","2","145683.62","193866.02"
"37","D1","3","148490.94","195426.9"
"37","D1","4","151084.69","196945.38"
"37","D1","5","152112.0","197976.3"
"37","D1","6","153854.69","198812.81"
"37","D1","7","154833.8","199000.17"
"37","D1","8","156042.84","199572.97"
"37","D1","9","157320.16","200086.9"
"37","D1","10","157412.56","200198.38"
"37","D1","11","157878.11","200742.19"
"37","D1","12","158543.05","200924.11"
"37","D1","13","159926.86","201041.48"
"37","D1","14","161610.08","201118.2"
"37","D1","15","162919.95","201456.52"
"37","D1","16","165546.86","201351.11"
"37","D1","17","171381.44","201430.17"
"37","D1","18","180222.34","201582.61"
"37","D1","19","191117.6","201679.67"
"37","D1","20","205690.12","201540.34"
"37","D1","21","222282.89","201665.56"
"37","D1","22","238019.83","201607.83"
"37","D1","23","254074.78","201471.28"
"37","D1","24","269994.44","201405.1"
"37","D1","25","285382.53","201729.27"
"37","D1","26","299308.1","201672.5"
"37","D1","27","312218.28","201601.3"
"37","D1","28","325143.22","201880.03"
"37","D1","29","336086.62","202172.1"
"37","D1","30","346859.44","202145.1"
"37","D1","31","356783.28","201846.19"
"37","D1","32","366418.3","201699.22"
"37","D1","33","374355.2","202062.94"
"37","D1","34","382176.1","202015.92"
"37","D1","35","390248.84","201916.28"
"37","D1","36","397721.9","201856.6"
"37","D1","37","404741.06","201886.36"
"37","D1","38","411248.7","202062.86"
"37","D1","39","417804.44","202195.44"
"37","D1","40","423411.3","202032.03"
"38","D2","1","141884.33","184242.53"
"38","D2","2","141995.8","184401.2"
"38","D2","3","143675.69","186279.42"
"38","D2","4","145982.53","187505.27"
"38","D2","5","146940.23","187947.58"
"38","D2","6","148426.94","188461.92"
"38","D2","7","149685.53","189479.75"
"38","D2","8","150450.17","189559.9"
"38","D2","9","150445.7","189699.64"
"38","D2","10","150953.34","190115.64"
"38","D2","11","152022.66","190528.08"
"38","D2","12","152879.81","190625.27"
"38","D2","13","153850.58","190622.8"
"38","D2","14","154912.64","190816.44"
"38","D2","15","155993.95","190816.55"
"38","D2","16","158447.58","190787.97"
"38","D2","17","162948.48","190733.5"
"38","D2","18","170315.08","190790.52"
"38","D2","19","180412.3","190698.66"
"38","D2","20","192918.9","190485.66"
"38","D2","21","207833.88","190476.03"
"38","D2","22","223164.6","190356.61"
"38","D2","23","238263.83","190135.33"
"38","D2","24","253376.9","189995.06"
"38","D2","25","267012.44","190358.62"
"38","D2","26","280542.0","190506.34"
"38","D2","27","292749.72","190592.78"
"38","D2","28","304390.5","190667.38"
"38","D2","29","314909.7","190847.16"
"38","D2","30","324945.1","190905.23"
"38","D2","31","334538.6","190853.6"
"38","D2","32","343384.66","190748.9"
"38","D2","33","351379.6","190633.61"
"38","D2","34","359155.8","190614.89"
"38","D2","35","366805.06","190920.19"
"38","D2","36","373682.28","190864.38"
"38","D2","37","380297.25","190930.88"
"38","D2","38","387064.25","190937.56"
"38","D2","39","393277.72","191010.38"
"38","D2","40","398394.12","190843.9"
"39","D3","1","143607.75","188576.39"
"39","D3","2","143804.78","188669.2"
"39","D3","3","146022.23","189748.61"
"39","D3","4","147475.1","190419.97"
"39","D3","5","149563.88","190937.2"
"39","D3","6","150839.27","191495.88"
"39","D3","7","151689.67","191938.5"
"39","D3","8","152422.45","192063.4"
"39","D3","9","153222.5","192266.83"
"39","D3","10","153480.75","192490.38"
"39","D3","11","154155.33","192680.75"
"39","D3","12","154996.03","193056.9"
"39","D3","13","155378.08","193091.75"
"39","D3","14","156651.42","192973.72"
"39","D3","15","158585.14","193145.31"
"39","D3","16","161557.52","193016.56"
"39","D3","17","166526.81","192883.78"
"39","D3","18","174843.52","192988.83"
"39","D3","19","185868.67","192979.64"
"39","D3","20","199386.58","192832.64"
"39","D3","21","215487.22","192863.62"
"39","D3","22","231549.92","192734.52"
"39","D3","23","247137.67","192755.42"
"39","D3","24","262660.03","192722.12"
"39","D3","25","277067.9","192603.52"
"39","D3","26","291248.1","192795.5"
"39","D3","27","303581.62","192891.38"
"39","D3","28","315423.22","192831.66"
"39","D3","29","326463.7","192833.11"
"39","D3","30","337671.2","192860.98"
"39","D3","31","347536.84","192746.39"
"39","D3","32","355851.8","192905.53"
"39","D3","33","363969.44","193030.25"
"39","D3","34","372455.47","192883.81"
"39","D3","35","379982.7","192827.33"
"39","D3","36","387036.53","192776.23"
"39","D3","37","393560.84","192805.73"
"39","D3","38","400638.84","192967.84"
"39","D3","39","407175.8","193139.38"
"39","D3","40","412135.22","193165.8"
"49","E1","1","145488.72","194924.03"
"49","E1","2","145585.83","194993.11"
"49","E1","3","147101.2","196055.42"
"49","E1","4","149423.6","197591.38"
"49","E1","5","150635.14","198223.67"
"49","E1","6","151615.8","198661.0"
"49","E1","7","152781.61","199304.77"
"49","E1","8","153922.3","199480.72"
"49","E1","9","154759.81","200180.84"
"49","E1","10","155476.02","200687.1"
"49","E1","11","156543.22","200751.86"
"49","E1","12","156526.77","200998.88"
"49","E1","13","156632.28","200982.11"
"49","E1","14","157800.25","200918.06"
"49","E1","15","157849.34","201499.7"
"49","E1","16","158052.52","201715.81"
"49","E1","17","159036.67","201568.86"
"49","E1","18","160965.98","201421.72"
"49","E1","19","163488.6","201527.77"
"49","E1","20","167298.86","201478.45"
"49","E1","21","173965.53","201392.97"
"49","E1","22","183699.89","201166.92"
"49","E1","23","196911.67","201140.62"
"49","E1","24","212296.7","201371.77"
"49","E1","25","228219.2","201471.9"
"49","E1","26","244551.64","202106.44"
"49","E1","27","261313.31","202012.6"
"49","E1","28","277322.22","201737.67"
"49","E1","29","293154.75","201642.34"
"49","E1","30","306585.75","201875.61"
"49","E1","31","319261.9","201816.3"
"49","E1","32","331925.94","201727.83"
"49","E1","33","343459.06","201541.72"
"49","E1","34","353787.03","201659.81"
"49","E1","35","363342.1","201833.12"
"49","E1","36","371962.9","201744.14"
"49","E1","37","380768.75","201655.16"
"49","E1","38","389176.1","201907.11"
"49","E1","39","396572.72","201735.77"
"49","E1","40","403321.56","201539.55"
"50","E2","1","149486.47","196927.06"
"50","E2","2","149524.73","196933.95"
"50","E2","3","150025.53","197139.62"
"50","E2","4","150644.2","197625.88"
"50","E2","5","151662.92","197893.83"
"50","E2","6","153059.05","198777.25"
"50","E2","7","154836.67","198991.95"
"50","E2","8","155197.19","199031.45"
"50","E2","9","155893.67","199631.17"
"50","E2","10","156788.14","199808.03"
"50","E2","11","157061.7","199659.98"
"50","E2","12","157457.4","199647.27"
"50","E2","13","157601.28","200048.16"
"50","E2","14","158592.6","199998.28"
"50","E2","15","158677.88","199864.14"
"50","E2","16","158711.72","199782.75"
"50","E2","17","160016.56","200013.98"
"50","E2","18","161002.48","199939.02"
"50","E2","19","162838.12","199883.39"
"50","E2","20","166167.2","199819.92"
"50","E2","21","172181.53","199686.64"
"50","E2","22","181179.5","199670.44"
"50","E2","23","193638.98","199563.17"
"50","E2","24","208217.02","199562.38"
"50","E2","25","223849.28","199521.98"
"50","E2","26","240578.36","199753.95"
"50","E2","27","256933.23","199608.89"
"50","E2","28","272865.8","199407.6"
"50","E2","29","287189.3","199394.72"
"50","E2","30","301583.25","199765.11"
"50","E2","31","314706.4","199794.98"
"50","E2","32","326435.44","200011.89"
"50","E2","33","338425.2","200001.45"
"50","E2","34","348648.8","199877.95"
"50","E2","35","358124.62","199772.86"
"50","E2","36","366847.3","199829.27"
"50","E2","37","374654.44","199794.58"
"50","E2","38","382639.56","199532.28"
"50","E2","39","390415.22","199406.19"
"50","E2","40","397484.6","199630.64"
"51","E3","1","143148.72","187159.72"
"51","E3","2","143204.28","187200.77"
"51","E3","3","144176.25","187846.19"
"51","E3","4","146158.19","188744.9"
"51","E3","5","148050.39","189016.45"
"51","E3","6","149252.3","189527.27"
"51","E3","7","150116.86","189761.38"
"51","E3","8","150572.06","189756.8"
"51","E3","9","151561.78","190128.48"
"51","E3","10","152269.5","190319.23"
"51","E3","11","153003.81","190376.6"
"51","E3","12","153121.95","190582.62"
"51","E3","13","153258.45","190610.77"
"51","E3","14","153708.31","190534.22"
"51","E3","15","153582.66","190496.06"
"51","E3","16","153746.36","190334.4"
"51","E3","17","154698.75","190202.52"
"51","E3","18","156291.81","190092.72"
"51","E3","19","158730.45","190254.73"
"51","E3","20","162158.05","190261.33"
"51","E3","21","168427.77","190138.83"
"51","E3","22","177561.34","190201.22"
"51","E3","23","189948.11","190212.31"
"51","E3","24","204310.9","190185.78"
"51","E3","25","220063.2","190096.88"
"51","E3","26","236826.73","190224.52"
"51","E3","27","253096.16","190124.5"
"51","E3","28","268096.88","190097.28"
"51","E3","29","282117.47","190598.47"
"51","E3","30","295913.16","190537.39"
"51","E3","31","308757.0","190407.0"
"51","E3","32","320609.75","190706.03"
"51","E3","33","332313.84","190970.78"
"51","E3","34","343194.56","190467.94"
"51","E3","35","352247.3","190235.44"
"51","E3","36","360630.0","190379.3"
"51","E3","37","369813.44","190348.3"
"51","E3","38","377661.75","190445.45"
"51","E3","39","385240.66","190546.67"
"51","E3","40","391593.12","190776.53"
"61","F1","1","143426.67","189692.6"
"61","F1","2","143593.08","189792.38"
"61","F1","3","145908.48","191240.94"
"61","F1","4","148752.89","193109.7"
"61","F1","5","150308.4","193878.94"
"61","F1","6","151314.38","194551.11"
"61","F1","7","152417.77","195231.4"
"61","F1","8","153917.7","195599.6"
"61","F1","9","154576.53","195886.42"
"61","F1","10","155318.17","195915.64"
"61","F1","11","155915.3","196180.06"
"61","F1","12","156230.25","196207.67"
"61","F1","13","157043.62","196332.73"
"61","F1","14","157335.73","196661.31"
"61","F1","15","157496.14","196877.16"
"61","F1","16","157640.36","196631.08"
"61","F1","17","158414.25","196382.77"
"61","F1","18","158987.83","196485.06"
"61","F1","19","159374.4","196571.89"
"61","F1","20","159489.53","196336.73"
"61","F1","21","160159.52","196088.14"
"61","F1","22","162196.25","196092.14"
"61","F1","23","163981.7","195988.2"
"61","F1","24","167489.52","195800.7"
"61","F1","25","173740.45","195860.0"
"61","F1","26","183568.8","195731.58"
"61","F1","27","196922.75","195906.75"
"61","F1","28","212859.44","196242.53"
"61","F1","29","229245.2","196399.77"
"61","F1","30","244890.73","196116.4"
"61","F1","31","260319.72","195829.45"
"61","F1","32","275687.0","195692.83"
"61","F1","33","290369.28","195565.97"
"61","F1","34","304060.25","195943.17"
"61","F1","35","316952.66","196271.7"
"61","F1","36","328852.44","196027.5"
"61","F1","37","339641.97","195785.27"
"61","F1","38","349057.75","195920.89"
"61","F1","39","358627.12","196142.6"
"61","F1","40","366668.72","196154.69"
"62","F2","1","137568.58","184521.9"
"62","F2","2","137724.8","184614.27"
"62","F2","3","139684.33","185811.14"
"62","F2","4","141615.03","187016.8"
"62","F2","5","143302.66","187719.36"
"62","F2","6","144029.72","187877.6"
"62","F2","7","144758.69","188237.78"
"62","F2","8","145513.89","188738.81"
"62","F2","9","146093.02","189051.25"
"62","F2","10","146618.9","188937.31"
"62","F2","11","147203.0","188828.95"
"62","F2","12","147581.3","189239.66"
"62","F2","13","148159.56","189527.88"
"62","F2","14","147988.53","189510.33"
"62","F2","15","147710.88","189322.19"
"62","F2","16","148101.06","189161.27"
"62","F2","17","149072.3","188991.83"
"62","F2","18","149406.8","189062.2"
"62","F2","19","149878.25","189009.66"
"62","F2","20","150124.17","188723.08"
"62","F2","21","151188.56","188553.17"
"62","F2","22","152908.28","188774.88"
"62","F2","23","154749.88","188905.88"
"62","F2","24","158393.48","188847.05"
"62","F2","25","164781.97","188802.23"
"62","F2","26","174696.03","188957.2"
"62","F2","27","188042.88","188800.38"
"62","F2","28","203274.89","188608.94"
"62","F2","29","219298.75","188622.98"
"62","F2","30","234748.77","188458.75"
"62","F2","31","249767.44","188369.44"
"62","F2","32","264578.3","188765.19"
"62","F2","33","278289.3","188831.55"
"62","F2","34","291150.2","188955.69"
"62","F2","35","304363.1","189055.5"
"62","F2","36","316269.1","189111.0"
"62","F2","37","326450.1","188972.66"
"62","F2","38","336270.62","188933.64"
"62","F2","39","345622.12","189090.12"
"62","F2","40","353524.28","188958.3"
"63","F3","1","142876.55","187830.4"
"63","F3","2","143079.34","187938.9"
"63","F3","3","145487.4","189211.42"
"63","F3","4","147447.22","190153.88"
"63","F3","5","149458.48","191146.2"
"63","F3","6","150302.78","191580.23"
"63","F3","7","150776.36","191699.8"
"63","F3","8","151716.02","191997.5"
"63","F3","9","152268.28","192381.22"
"63","F3","10","152720.7","192289.45"
"63","F3","11","153203.33","192195.98"
"63","F3","12","153807.27","192115.9"
"63","F3","13","153744.64","192290.92"
"63","F3","14","153890.6","192346.6"
"63","F3","15","154696.55","192535.97"
"63","F3","16","154720.64","192354.95"
"63","F3","17","155026.81","192166.58"
"63","F3","18","155183.88","192253.2"
"63","F3","19","155760.16","192150.4"
"63","F3","20","156041.55","191962.25"
"63","F3","21","156333.52","191819.55"
"63","F3","22","157437.25","191964.05"
"63","F3","23","160476.86","191799.39"
"63","F3","24","164234.38","191664.7"
"63","F3","25","170984.62","191892.56"
"63","F3","26","181220.69","191792.36"
"63","F3","27","194772.72","191685.77"
"63","F3","28","210013.73","191614.98"
"63","F3","29","227058.47","191937.45"
"63","F3","30","244689.48","191894.88"
"63","F3","31","261196.7","192005.22"
"63","F3","32","277110.88","192122.12"
"63","F3","33","292020.12","192013.36"
"63","F3","34","306276.84","192069.77"
"63","F3","35","320283.0","191933.16"
"63","F3","36","332790.25","191797.08"
"63","F3","37","344692.38","191739.16"
"63","F3","38","355663.66","192184.97"
"63","F3","39","365633.28","192222.97"
"63","F3","40","373947.62","192060.39"
"73","G1","1","143332.12","194618.34"
"73","G1","2","143575.03","194776.67"
"73","G1","3","146450.19","196763.27"
"73","G1","4","148669.27","198495.19"
"73","G1","5","150495.97","199462.31"
"73","G1","6","150965.06","200568.55"
"73","G1","7","152443.56","200775.34"
"73","G1","8","153829.92","200801.16"
"73","G1","9","153842.62","201051.27"
"73","G1","10","153961.44","201022.06"
"73","G1","11","154969.75","201114.9"
"73","G1","12","156538.72","201390.94"
"73","G1","13","157003.47","201470.03"
"73","G1","14","157463.14","201444.38"
"73","G1","15","157699.33","201528.8"
"73","G1","16","157670.92","201859.0"
"73","G1","17","158618.52","201811.08"
"73","G1","18","159011.95","201676.58"
"73","G1","19","158857.05","201609.25"
"73","G1","20","159438.6","201619.75"
"73","G1","21","160390.9","201947.56"
"73","G1","22","161044.64","201826.78"
"73","G1","23","160777.89","201757.44"
"73","G1","24","160488.3","201613.0"
"73","G1","25","161346.73","201740.61"
"73","G1","26","163125.56","201702.1"
"73","G1","27","164798.27","201567.89"
"73","G1","28","169169.83","201666.38"
"73","G1","29","176340.08","201636.19"
"73","G1","30","188187.56","202131.98"
"73","G1","31","202349.6","202059.77"
"73","G1","32","217650.53","201799.53"
"73","G1","33","235403.44","201798.31"
"73","G1","34","252131.73","201990.89"
"73","G1","35","269925.4","202415.77"
"73","G1","36","285526.7","202243.56"
"73","G1","37","301565.0","201927.84"
"73","G1","38","316167.03","201735.34"
"73","G1","39","329335.53","201717.28"
"73","G1","40","339845.2","202190.06"
"74","G2","1","151311.1","194099.1"
"74","G2","2","151438.55","194233.92"
"74","G2","3","153216.02","195841.31"
"74","G2","4","155474.89","197053.56"
"74","G2","5","157048.52","198064.83"
"74","G2","6","158221.23","198815.75"
"74","G2","7","159027.95","199138.5"
"74","G2","8","159501.67","199274.11"
"74","G2","9","160107.45","199325.7"
"74","G2","10","160121.17","199355.23"
"74","G2","11","160777.2","199665.78"
"74","G2","12","161981.95","199851.75"
"74","G2","13","162356.83","199994.12"
"74","G2","14","162648.12","199883.4"
"74","G2","15","162716.1","200045.78"
"74","G2","16","162873.9","200086.31"
"74","G2","17","162950.48","199995.6"
"74","G2","18","162842.73","200126.53"
"74","G2","19","163469.84","199986.89"
"74","G2","20","164044.72","199748.45"
"74","G2","21","164574.98","199755.97"
"74","G2","22","165200.89","199937.78"
"74","G2","23","165350.06","199821.28"
"74","G2","24","165408.14","199845.86"
"74","G2","25","166761.02","199768.89"
"74","G2","26","167998.38","200051.31"
"74","G2","27","170648.92","200009.61"
"74","G2","28","175959.22","200160.53"
"74","G2","29","184088.88","199840.38"
"74","G2","30","195959.23","199644.23"
"74","G2","31","210849.81","199944.75"
"74","G2","32","228647.27","200040.75"
"74","G2","33","246781.75","200189.42"
"74","G2","34","265978.16","200152.56"
"74","G2","35","283290.16","200273.8"
"74","G2","36","301055.94","200070.48"
"74","G2","37","317795.7","199869.84"
"74","G2","38","332814.88","199893.64"
"74","G2","39","347278.66","199884.16"
"74","G2","40","358670.38","200517.56"
"75","G3","1","143317.7","191459.38"
"75","G3","2","143531.78","191564.98"
"75","G3","3","145771.42","192841.58"
"75","G3","4","146586.58","193828.36"
"75","G3","5","148484.14","194529.25"
"75","G3","6","150321.56","195002.14"
"75","G3","7","151367.92","195125.31"
"75","G3","8","151474.48","195469.19"
"75","G3","9","151967.72","195453.92"
"75","G3","10","152121.34","195659.22"
"75","G3","11","153061.88","195840.33"
"75","G3","12","153272.62","196001.06"
"75","G3","13","153517.58","195955.33"
"75","G3","14","153922.45","195787.19"
"75","G3","15","154016.88","195856.88"
"75","G3","16","155030.72","195983.92"
"75","G3","17","155338.78","195845.89"
"75","G3","18","155292.81","195664.48"
"75","G3","19","155242.23","195684.02"
"75","G3","20","155295.16","195571.17"
"75","G3","21","156096.25","195592.88"
"75","G3","22","156573.83","195282.2"
"75","G3","23","156330.58","195159.48"
"75","G3","24","156115.03","195560.42"
"75","G3","25","156603.14","195562.94"
"75","G3","26","158317.1","195550.83"
"75","G3","27","160513.53","195632.8"
"75","G3","28","164963.2","195560.64"
"75","G3","29","171554.02","195380.23"
"75","G3","30","182510.72","195363.7"
"75","G3","31","196103.0","195419.86"
"75","G3","32","212135.84","195461.55"
"75","G3","33","229947.67","195547.83"
"75","G3","34","247334.25","195647.48"
"75","G3","35","264423.53","195568.72"
"75","G3","36","280983.56","195606.27"
"75","G3","37","296569.84","195597.44"
"75","G3","38","311492.1","195473.17"
"75","G3","39","325383.4","195416.78"
"75","G3","40","335957.4","195478.84"
"85","H1","1","153611.77","197402.62"
"85","H1","2","153810.56","197465.23"
"85","H1","3","156052.84","198570.53"
"85","H1","4","157512.56","200740.16"
"85","H1","5","159336.39","202281.44"
"85","H1","6","159670.08","202658.9"
"85","H1","7","159863.34","202630.75"
"85","H1","8","161488.62","203268.6"
"85","H1","9","161892.1","204080.33"
"85","H1","10","161685.92","204141.06"
"85","H1","11","162073.88","204311.86"
"85","H1","12","163219.62","204225.0"
"85","H1","13","162356.8","204382.48"
"85","H1","14","161908.6","204183.73"
"85","H1","15","162429.8","204054.62"
"85","H1","16","163523.55","204277.75"
"85","H1","17","163719.66","203786.19"
"85","H1","18","163361.61","203589.97"
"85","H1","19","163138.89","203979.78"
"85","H1","20","163469.8","203474.9"
"85","H1","21","163719.17","203298.1"
"85","H1","22","165010.67","203873.3"
"85","H1","23","164256.42","203663.3"
"85","H1","24","163683.39","203370.95"
"85","H1","25","163937.9","203256.33"
"85","H1","26","165645.98","202984.0"
"85","H1","27","165758.36","202885.0"
"85","H1","28","165924.67","203532.23"
"85","H1","29","167865.98","203987.92"
"85","H1","30","170702.92","203938.77"
"85","H1","31","175841.86","203755.45"
"85","H1","32","183979.27","203909.3"
"85","H1","33","195455.83","204148.12"
"85","H1","34","207896.66","203627.5"
"85","H1","35","220981.95","203360.06"
"85","H1","36","234712.2","203819.95"
"85","H1","37","248146.95","204587.9"
"85","H1","38","261959.86","204215.92"
"85","H1","39","273468.3","203806.27"
"85","H1","40","282560.56","203533.73"
"86","H2","1","143507.16","188896.4"
"86","H2","2","143693.0","189034.25"
"86","H2","3","145966.16","190734.06"
"86","H2","4","147603.39","192201.8"
"86","H2","5","147879.05","193158.9"
"86","H2","6","148867.06","193456.1"
"86","H2","7","150507.89","193852.08"
"86","H2","8","150518.77","194052.3"
"86","H2","9","150387.34","194252.1"
"86","H2","10","151166.7","194156.27"
"86","H2","11","151856.61","194118.14"
"86","H2","12","151908.38","194531.9"
"86","H2","13","152569.23","194826.27"
"86","H2","14","153117.88","194610.36"
"86","H2","15","153183.62","194397.95"
"86","H2","16","152910.67","194482.6"
"86","H2","17","152804.84","194339.0"
"86","H2","18","153024.78","194352.31"
"86","H2","19","153484.08","194439.52"
"86","H2","20","153828.23","194410.67"
"86","H2","21","154458.48","194327.44"
"86","H2","22","154884.78","194342.84"
"86","H2","23","154752.11","194210.89"
"86","H2","24","154304.98","194007.22"
"86","H2","25","154206.17","194054.84"
"86","H2","26","155131.36","194385.52"
"86","H2","27","155042.19","194284.89"
"86","H2","28","155037.39","194179.11"
"86","H2","29","156918.0","194235.94"
"86","H2","30","160248.22","194097.55"
"86","H2","31","163315.69","194151.5"
"86","H2","32","169641.27","194341.66"
"86","H2","33","179645.06","194449.34"
"86","H2","34","192868.1","194379.0"
"86","H2","35","209680.0","194700.83"
"86","H2","36","227158.88","194629.72"
"86","H2","37","244373.95","194433.55"
"86","H2","38","263207.47","194464.16"
"86","H2","39","279581.75","194390.77"
"86","H2","40","293073.62","194733.25"
"87","H3","1","138141.67","186147.11"
"87","H3","2","138363.97","186288.03"
"87","H3","3","139834.17","187881.28"
"87","H3","4","141717.4","188736.39"
